dataset_code,lake,date_time,reference benchmark,surveying benchmark,lake level(masl),comments
LIMNO_LAKE_LEVELS,Lake Bonney,11/28/18 0:00,BMT20,medved1,65.85,Maddie/Michael
LIMNO_LAKE_LEVELS,Lake Hoare,12/13/18 0:00,BMT13,LH 11,75.12,MS/JM
LIMNO_LAKE_LEVELS,Lake Vida,12/19/18 0:00,,LVI 10 355.322m,349.62,Maddie/James
LIMNO_LAKE_LEVELS,Don Juan Pond,12/22/18 0:00,,DJP0,197.72,James/Maddie
LIMNO_LAKE_LEVELS,Lake Vanda,12/22/18 0:00,,VAN 0,95,Michael/Maddie
LIMNO_LAKE_LEVELS,Lake Miers,1/25/19 0:00,BMT 26,BMT 26,158.68,Stream Team
LIMNO_LAKE_LEVELS,Lake Hoare,1/28/19 0:00,BMT13,LH 11,75.21,Stream Team
LIMNO_LAKE_LEVELS,Lake Bonney,1/29/19 0:00,BMT20,MCMLTER_BOY,65.87,Stream Team
LIMNO_LAKE_LEVELS,Lake Fryxell,1/29/19 0:00,BMT9,Fryxell Camp,18.37,James
LIMNO_LAKE_LEVELS,Don Juan Pond,2/5/19 0:00,,DJP0,197.68,Stream Team
LIMNO_LAKE_LEVELS,Lake Vida,2/5/19 0:00,,LVI 10 355.322m,349.49,Stream Team
LIMNO_LAKE_LEVELS,Lake Vanda,2/9/19 0:00,,VAN 0,95.14,Stream Team
LIMNO_LAKE_LEVELS,Lake Bonney,11/9/19 0:00,BMT20,medved1,65.68,Michael/Will
LIMNO_LAKE_LEVELS,Lake Fryxell,11/11/19 0:00,BMT9,Fryxell Camp (resurveyed 2021),18.26,Michael/Will
LIMNO_LAKE_LEVELS,Lake Hoare,11/19/19 0:00,BMT13,LH 11,75.07,Michael/Will
LIMNO_LAKE_LEVELS,Lake Vanda,12/24/19 0:00,,LVA 11 BM 96.503m,94.93,Michael/Will
LIMNO_LAKE_LEVELS,Lake Vida,12/27/19 0:00,,LVI 10 355.322m,349.45,Michael/Will
LIMNO_LAKE_LEVELS,Don Juan Pond,1/25/20 0:00,,DJP0,197.78,Stream Team (Brandes/Beane)
LIMNO_LAKE_LEVELS,Lake Bonney,1/25/20 0:00,BMT20,medved1,65.92,Stream team
LIMNO_LAKE_LEVELS,Lake Vanda,1/25/20 0:00,,VAN 0,95,Stream Team
LIMNO_LAKE_LEVELS,Lake Vida,1/25/20 0:00,,LVI 10 355.322m,349.45,Stream Team
LIMNO_LAKE_LEVELS,Lake Miers,1/27/20 0:00,BMT 26,BMT 26,158.67,Stream Team (Brandes/Beane)
LIMNO_LAKE_LEVELS,Lake Fryxell,1/29/20 0:00,BMT9,LF 11,18.3,Stream Team (Brandes/Beane)
LIMNO_LAKE_LEVELS,Lake Hoare,1/29/20 0:00,BMT13,LH 11,75.18,Stream Team (Brandes/Beane)
LIMNO_LAKE_LEVELS,Lake Bonney,2/6/21 0:00,BMT20,medved1,66.14,Amy Helkenn; MCM Surveyor (COVID = no MCM LTER field team)
LIMNO_LAKE_LEVELS,Lake Fryxell,2/6/21 0:00,BMT9,LF 11BM,18.36,Amy Helkenn; MCM Surveyor (COVID = no MCM LTER field team)
LIMNO_LAKE_LEVELS,Lake Hoare,2/6/21 0:00,,LH 11,75.29,Amy Helkenn; MCM Surveyor (COVID = no MCM LTER field team)
LIMNO_LAKE_LEVELS,Lake Hoare,11/12/21 0:00,BMT13,LH 11,75.22,M Stone; K Myers
LIMNO_LAKE_LEVELS,Lake Fryxell,12/1/21 0:00,BMT9,LF 11BM,18.25,KFM/MS
LIMNO_LAKE_LEVELS,Lake Bonney,12/10/21 0:00,BMT20,medved1,65.89,Krista/Michael
LIMNO_LAKE_LEVELS,Lake Bonney,1/8/22 0:00,BMT20,medved1,66.16,Michael/Nikko (UNAVCO)
LIMNO_LAKE_LEVELS,Lake Hoare,1/13/22 0:00,BMT13,LH 11,75.37,M Stone; K McNulty
LIMNO_LAKE_LEVELS,Lake Vanda,1/19/22 0:00,,VAN 0,95.52,Krista/Michael
LIMNO_LAKE_LEVELS,Lake Vida,1/19/22 0:00,,LVI 10 355.322m,349.35,Stream Team
LIMNO_LAKE_LEVELS,Lake Fryxell,1/24/22 0:00,BMT9,LF 11BM,18.33,Stream Team (Katie and Mia)
LIMNO_LAKE_LEVELS,Lake Bonney,1/25/22 0:00,BMT20,medved1,66.19,Stream team (Katie and Anna)
LIMNO_LAKE_LEVELS,Lake Fryxell,11/9/22 0:00,BMT9,LF 11BM,18.2,K Myers; C Ross; C Dougherty (C-511)
LIMNO_LAKE_LEVELS,Lake Hoare,11/17/22 0:00,BMT13,LH 11,75.25,C Ross; C Dougherty (C-511)
LIMNO_LAKE_LEVELS,Lake Bonney,11/28/22 0:00,BMT20,medved1,65.96,C Ross; C Dougherty (C-511)
LIMNO_LAKE_LEVELS,Lake Vanda,12/13/22 0:00,,VAN 0,95.41,K Myers; C Dougherty (C-511)
LIMNO_LAKE_LEVELS,Lake Vida,12/14/22 0:00,,LVI 10 355.322m,349.31,P Doran; L Wilson (C-511)
LIMNO_LAKE_LEVELS,Lake Fryxell,12/17/22 0:00,BMT10,Camp BM,18.2,P Doran; L Wilson (C-511)
LIMNO_LAKE_LEVELS,Lake Fryxell,12/24/22 0:00,BMT11,Camp BM,18.22,P Doran; L Wilson (C-511)
LIMNO_LAKE_LEVELS,Lake Fryxell,12/31/22 0:00,BMT12,Camp BM,18.22,P Doran; L Wilson (C-511)
LIMNO_LAKE_LEVELS,Lake Miers,1/3/23 0:00,BMT 26,BMT 26,158.64,Stream Team (A Wright; A Jackson)
LIMNO_LAKE_LEVELS,Don Juan Pond,1/20/23 0:00,,DJP0,197.66,Stream Team (A Wright; A Jackson)
LIMNO_LAKE_LEVELS,Lake Vanda,1/20/23 0:00,,LVA 11 BM 96.503m,95.68,Stream Team (A Wright; A Jackson)
LIMNO_LAKE_LEVELS,Lake Bonney,1/21/23 0:00,BMT21,medved2,66.11,Stream Team (A Wright; A Jackson)
LIMNO_LAKE_LEVELS,Lake Fryxell,1/21/23 0:00,BMT13,LF 11BM,18.21,Stream Team (A Wright; A Jackson)
LIMNO_LAKE_LEVELS,Lake Hoare,1/22/23 0:00,BMT14,LH 11,75.29,Stream Team (A Wright; A Jackson)
LIMNO_LAKE_LEVELS,Lake Vida,1/26/23 0:00,,LVI 10 355.322m,349.22,Stream Team (A Wright; A Jackson)
