Dataset, Plane_Height,Elevation_masl,Depth (0 = bottom of the lake), Area_2D, Volume,VolumeLayer,lake
..urance\final_DEM\ELB_Basin.tif,5.8,58.93,35.2,3135134.605,55077416.93,312960.5,ELB
..urance\final_DEM\ELB_Basin.tif,5.9,59.03,35.3,3146278.849,55391466.85,314049.9,ELB
..urance\final_DEM\ELB_Basin.tif,6,59.13,35.4,3157458.665,55706652.59,315185.7,ELB
..urance\final_DEM\ELB_Basin.tif,6.1,59.23,35.5,3168152.501,56022923.19,316270.6,ELB
..urance\final_DEM\ELB_Basin.tif,6.2,59.33,35.6,3178725.619,56340249.02,317325.8,ELB
..urance\final_DEM\ELB_Basin.tif,6.3,59.43,35.7,3189155.342,56658644.26,318395.2,ELB
..urance\final_DEM\ELB_Basin.tif,6.4,59.53,35.8,3199215.222,56978052.27,319408.0,ELB
..urance\final_DEM\ELB_Basin.tif,6.5,59.63,35.9,3209351.519,57298475.43,320423.2,ELB
..urance\final_DEM\ELB_Basin.tif,6.6,59.73,36,3219468.314,57619917.64,321442.2,ELB
..urance\final_DEM\ELB_Basin.tif,6.7,59.83,36.1,3229435.18,57942352.47,322434.8,ELB
..urance\final_DEM\ELB_Basin.tif,6.8,59.93,36.2,3239523.208,58265804.68,323452.2,ELB
..urance\final_DEM\ELB_Basin.tif,6.9,60.03,36.3,3249589.827,58590253.33,324448.6,ELB
..urance\final_DEM\ELB_Basin.tif,7,60.13,36.4,3259609.814,58915702.83,325449.5,ELB
..urance\final_DEM\ELB_Basin.tif,7.1,60.23,36.5,3269286.289,59242157.24,326454.4,ELB
..urance\final_DEM\ELB_Basin.tif,7.2,60.33,36.6,3278542.738,59569538.08,327380.8,ELB
..urance\final_DEM\ELB_Basin.tif,7.3,60.43,36.7,3287221.789,59897823.92,328285.8,ELB
..urance\final_DEM\ELB_Basin.tif,7.4,60.53,36.8,3295487.008,60226939.49,329115.6,ELB
..urance\final_DEM\ELB_Basin.tif,7.5,60.63,36.9,3303742.624,60556880.3,329940.8,ELB
..urance\final_DEM\ELB_Basin.tif,7.6,60.73,37,3311608.947,60887640.11,330759.8,ELB
..urance\final_DEM\ELB_Basin.tif,7.7,60.83,37.1,3318943.176,61219140.67,331500.6,ELB
..urance\final_DEM\ELB_Basin.tif,7.8,60.93,37.2,3325970.313,61551349.33,332208.7,ELB
..urance\final_DEM\ELB_Basin.tif,7.9,61.03,37.3,3333051.752,61884254.01,332904.7,ELB
..urance\final_DEM\ELB_Basin.tif,8,61.13,37.4,3340364.076,62217871.24,333617.2,ELB
..urance\final_DEM\ELB_Basin.tif,8.1,61.23,37.5,3348040.041,62552257.78,334386.5,ELB
..urance\final_DEM\ELB_Basin.tif,8.2,61.33,37.6,3356920.33,62887458.04,335200.3,ELB
..urance\final_DEM\ELB_Basin.tif,8.3,61.43,37.7,3366521.155,63223635.98,336177.9,ELB
..urance\final_DEM\ELB_Basin.tif,8.4,61.53,37.8,3374907.353,63560759.27,337123.3,ELB
..urance\final_DEM\ELB_Basin.tif,8.5,61.63,37.9,3381145.966,63898591.79,337832.5,ELB
..urance\final_DEM\ELB_Basin.tif,8.6,61.73,38,3386582.87,64236967.8,338376.0,ELB
..urance\final_DEM\ELB_Basin.tif,8.7,61.83,38.1,3391635.003,64575844.85,338877.0,ELB
..urance\final_DEM\ELB_Basin.tif,8.8,61.93,38.2,3396508.959,64915245.58,339400.7,ELB
..urance\final_DEM\ELB_Basin.tif,8.9,62.03,38.3,3401535.669,65255120.68,339875.1,ELB
..urance\final_DEM\ELB_Basin.tif,9,62.13,38.4,3406542.884,65595516.14,340395.5,ELB
..urance\final_DEM\ELB_Basin.tif,9.1,62.23,38.5,3411414.902,65936384.17,340868.0,ELB
..urance\final_DEM\ELB_Basin.tif,9.2,62.33,38.6,3416159.716,66277745.37,341361.2,ELB
..urance\final_DEM\ELB_Basin.tif,9.3,62.43,38.7,3420967.634,66619579.39,341834.0,ELB
..urance\final_DEM\ELB_Basin.tif,9.4,62.53,38.8,3425811.012,66961923.88,342344.5,ELB
..urance\final_DEM\ELB_Basin.tif,9.5,62.63,38.9,3430675.638,67304743.16,342819.3,ELB
..urance\final_DEM\ELB_Basin.tif,9.6,62.73,39,3435589.006,67648070.94,343327.8,ELB
..urance\final_DEM\ELB_Basin.tif,9.7,62.83,39.1,3440520.994,67991870.24,343799.3,ELB
..urance\final_DEM\ELB_Basin.tif,9.8,62.93,39.2,3445317.052,68336176.06,344305.8,ELB
..urance\final_DEM\ELB_Basin.tif,9.9,63.03,39.3,3450069.233,68680929.24,344753.2,ELB
..urance\final_DEM\ELB_Basin.tif,10,63.13,39.4,3454870.292,69026174.74,345245.5,ELB
..urance\final_DEM\ELB_Basin.tif,10.1,63.23,39.5,3459712.946,69371917.53,345742.8,ELB
..urance\final_DEM\ELB_Basin.tif,10.2,63.33,39.6,3464561.738,69718143.96,346226.4,ELB
..urance\final_DEM\ELB_Basin.tif,10.3,63.43,39.7,3469349.92,70064848.79,346704.8,ELB
..urance\final_DEM\ELB_Basin.tif,10.4,63.53,39.8,3474172.321,70412037.77,347189.0,ELB
..urance\final_DEM\ELB_Basin.tif,10.5,63.63,39.9,3479179.474,70759709.29,347671.5,ELB
..urance\final_DEM\ELB_Basin.tif,10.6,63.73,40,3484056.822,71107879.02,348169.7,ELB
..urance\final_DEM\ELB_Basin.tif,10.7,63.83,40.1,3488913.438,71456520.43,348641.4,ELB
..urance\final_DEM\ELB_Basin.tif,10.8,63.93,40.2,3493844.248,71805657.2,349136.8,ELB
..urance\final_DEM\ELB_Basin.tif,10.9,64.03,40.3,3498970.85,72155288.22,349631.0,ELB
..urance\final_DEM\ELB_Basin.tif,11,64.13,40.4,3504364.721,72505454.4,350166.2,ELB
..urance\final_DEM\ELB_Basin.tif,11.1,64.23,40.5,3509704.685,72856156.87,350702.5,ELB
..urance\final_DEM\ELB_Basin.tif,11.2,64.33,40.6,3514814.585,73207387.11,351230.2,ELB
..urance\final_DEM\ELB_Basin.tif,11.3,64.43,40.7,3519732.8,73559115.79,351728.7,ELB
..urance\final_DEM\ELB_Basin.tif,11.4,64.53,40.8,3524587.155,73911320.37,352204.6,ELB
..urance\final_DEM\ELB_Basin.tif,11.5,64.63,40.9,3529380.53,74264000.56,352680.2,ELB
..urance\final_DEM\ELB_Basin.tif,11.6,64.73,41,3534147.864,74617187.61,353187.1,ELB
..urance\final_DEM\ELB_Basin.tif,11.7,64.83,41.1,3538842.772,74970849.83,353662.2,ELB
..urance\final_DEM\ELB_Basin.tif,11.8,64.93,41.2,3543695.415,75324963.55,354113.7,ELB
..urance\final_DEM\ELB_Basin.tif,11.9,65.03,41.3,3548606.489,75679588.76,354625.2,ELB
..urance\final_DEM\ELB_Basin.tif,12,65.13,41.4,3553473.167,76034691.91,355103.2,ELB
..urance\final_DEM\ELB_Basin.tif,12.1,65.23,41.5,3558357.292,76390281.32,355589.4,ELB
..urance\final_DEM\ELB_Basin.tif,12.2,65.33,41.6,3563317.547,76746349.39,356068.1,ELB
..urance\final_DEM\ELB_Basin.tif,12.3,65.43,41.7,3568260.154,77102928.31,356578.9,ELB
..urance\final_DEM\ELB_Basin.tif,12.4,65.53,41.8,3573213.133,77459983.83,357055.5,ELB
..urance\final_DEM\ELB_Basin.tif,12.5,65.63,41.9,3578233.568,77817549.1,357565.3,ELB
..urance\final_DEM\ELB_Basin.tif,12.6,65.73,42,3583308.442,78175638.96,358089.9,ELB
..urance\final_DEM\ELB_Basin.tif,12.7,65.83,42.1,3588579.594,78534214.82,358575.9,ELB
..urance\final_DEM\ELB_Basin.tif,12.8,65.93,42.2,3593813.726,78893344.02,359129.2,ELB
..urance\final_DEM\ELB_Basin.tif,12.9,66.03,42.3,3599006.407,79252973.27,359629.2,ELB
..urance\final_DEM\ELB_Basin.tif,13,66.13,42.4,3604208.487,79613140.25,360167.0,ELB
..urance\final_DEM\ELB_Basin.tif,13.1,66.23,42.5,3609424.266,79973799.66,360659.4,ELB
..urance\final_DEM\ELB_Basin.tif,13.2,66.33,42.6,3614601.873,80335016.94,361217.3,ELB
..urance\final_DEM\ELB_Basin.tif,13.3,66.43,42.7,3619690.735,80696739.78,361722.8,ELB
..urance\final_DEM\ELB_Basin.tif,13.4,66.53,42.8,3624757.92,81058957.7,362217.9,ELB
..urance\final_DEM\ELB_Basin.tif,13.5,66.63,42.9,3629848.888,81421698.53,362740.8,ELB
..urance\final_DEM\ELB_Basin.tif,13.6,66.73,43,3634866.124,81784930.9,363232.4,ELB
..urance\final_DEM\ELB_Basin.tif,13.7,66.83,43.1,3639955.199,82148663.47,363732.6,ELB
..urance\final_DEM\ELB_Basin.tif,13.8,66.93,43.2,3645175.238,82512909.97,364246.5,ELB
..urance\final_DEM\ELB_Basin.tif,13.9,67.03,43.3,3650423.493,82877694.66,364784.7,ELB
..urance\final_DEM\ELB_Basin.tif,14,67.13,43.4,3655656.314,83242988.44,365293.8,ELB
..urance\final_DEM\ELB_Basin.tif,14.1,67.23,43.5,3660875.86,83608810.1,365821.7,ELB
..urance\final_DEM\ELB_Basin.tif,14.2,67.33,43.6,3666251.601,83975145.91,366335.8,ELB
..urance\final_DEM\ELB_Basin.tif,14.3,67.43,43.7,3671766.78,84342047.47,366901.6,ELB
..urance\final_DEM\ELB_Basin.tif,14.4,67.53,43.8,3677135.274,84709503.33,367455.9,ELB
..urance\final_DEM\ELB_Basin.tif,14.5,67.63,43.9,3682570.76,85077509.84,368006.5,ELB
..urance\final_DEM\ELB_Basin.tif,14.6,67.73,44,3688019.421,85446042.03,368532.2,ELB
..urance\final_DEM\ELB_Basin.tif,14.7,67.83,44.1,3693647.4,85815119.49,369077.5,ELB
..urance\final_DEM\ELB_Basin.tif,14.8,67.93,44.2,3699276.143,86184744.07,369624.6,ELB
..urance\final_DEM\ELB_Basin.tif,14.9,68.03,44.3,3704870.859,86554942.93,370198.9,ELB
..urance\final_DEM\ELB_Basin.tif,15,68.13,44.4,3710337.212,86925717.4,370774.5,ELB
..urance\final_DEM\ELB_Basin.tif,15.1,68.23,44.5,3715804.891,87297007.28,371289.9,ELB
..urance\final_DEM\ELB_Basin.tif,15.2,68.33,44.6,3721261.26,87668857.74,371850.5,ELB
..urance\final_DEM\ELB_Basin.tif,15.3,68.43,44.7,3726812.241,88041268.45,372410.7,ELB
..urance\final_DEM\ELB_Basin.tif,15.4,68.53,44.8,3732552.502,88414208.98,372940.5,ELB
..urance\final_DEM\ELB_Basin.tif,15.5,68.63,44.9,3738350.168,88787767.35,373558.4,ELB
..urance\final_DEM\ELB_Basin.tif,15.6,68.73,45,3744111.286,89161894.58,374127.2,ELB
..urance\final_DEM\ELB_Basin.tif,15.7,68.83,45.1,3749799.744,89536589.49,374694.9,ELB
..urance\final_DEM\ELB_Basin.tif,15.8,68.93,45.2,3755364.245,89911844.07,375254.6,ELB
..urance\final_DEM\ELB_Basin.tif,15.9,69.03,45.3,3760976.159,90287661.65,375817.6,ELB
..urance\final_DEM\ELB_Basin.tif,16,69.13,45.4,3766579.905,90664032.48,376370.8,ELB
..urance\final_DEM\ELB_Basin.tif,16.1,69.23,45.5,3772206.214,91040966.76,376934.3,ELB
..urance\final_DEM\ELB_Basin.tif,16.2,69.33,45.6,3777790.789,91418462.73,377496.0,ELB
..urance\final_DEM\ELB_Basin.tif,16.3,69.43,45.7,3783282.741,91796499.45,378036.7,ELB
..urance\final_DEM\ELB_Basin.tif,16.4,69.53,45.8,3788690.059,92175083.42,378584.0,ELB
..urance\final_DEM\ELB_Basin.tif,16.5,69.63,45.9,3793971.302,92554208.61,379125.2,ELB
..urance\final_DEM\ELB_Basin.tif,16.6,69.73,46,3799163.607,92933867.01,379658.4,ELB
..urance\final_DEM\ELB_Basin.tif,16.7,69.83,46.1,3804327.48,93314066.14,380199.1,ELB
..urance\final_DEM\ELB_Basin.tif,16.8,69.93,46.2,3809464.78,93694748.82,380682.7,ELB
..urance\final_DEM\ELB_Basin.tif,16.9,70.03,46.3,3814662.101,94075968.54,381219.7,ELB
..urance\final_DEM\ELB_Basin.tif,17,70.13,46.4,3819886.036,94457697.25,381728.7,ELB
..urance\final_DEM\ELB_Basin.tif,17.1,70.23,46.5,3825091.668,94839944.95,382247.7,ELB
..urance\final_DEM\ELB_Basin.tif,17.2,70.33,46.6,3830428.464,95222716.79,382771.8,ELB
..urance\final_DEM\ELB_Basin.tif,17.3,70.43,46.7,3835817.225,95606038.82,383322.0,ELB
..urance\final_DEM\ELB_Basin.tif,17.4,70.53,46.8,3841413.322,95989886.4,383847.6,ELB
..urance\final_DEM\ELB_Basin.tif,17.5,70.63,46.9,3847007.564,96374282.5,384396.1,ELB
..urance\final_DEM\ELB_Basin.tif,17.6,70.73,47,3852563.49,96759245.25,384962.8,ELB
..urance\final_DEM\ELB_Basin.tif,17.7,70.83,47.1,3858093.586,97144785.7,385540.4,ELB
..urance\final_DEM\ELB_Basin.tif,17.8,70.93,47.2,3863662.779,97530872.14,386086.4,ELB
..urance\final_DEM\ELB_Basin.tif,17.9,71.03,47.3,3869179.586,97917510.54,386638.4,ELB
..urance\final_DEM\ELB_Basin.tif,18,71.13,47.4,3874657.236,98304719.92,387209.4,ELB
..urance\final_DEM\ELB_Basin.tif,18.1,71.23,47.5,3880242.713,98692481.28,387761.4,ELB
..urance\final_DEM\ELB_Basin.tif,18.2,71.33,47.6,3885899.309,99080780.77,388299.5,ELB
..urance\final_DEM\ELB_Basin.tif,18.3,71.43,47.7,3891504.863,99469648.48,388867.7,ELB
..urance\final_DEM\ELB_Basin.tif,18.4,71.53,47.8,3897136.068,99859082.56,389434.1,ELB
..urance\final_DEM\ELB_Basin.tif,18.5,71.63,47.9,3902776.774,100249067.1,389984.6,ELB
..urance\final_DEM\ELB_Basin.tif,18.6,71.73,48,3908507.267,100639623.4,390556.3,ELB
..urance\final_DEM\ELB_Basin.tif,18.7,71.83,48.1,3914225.093,101030743.2,391119.9,ELB
..urance\final_DEM\ELB_Basin.tif,18.8,71.93,48.2,3919925.312,101422449.8,391706.6,ELB
..urance\final_DEM\ELB_Basin.tif,18.9,72.03,48.3,3925586.614,101814731.4,392281.6,ELB
..urance\final_DEM\ELB_Basin.tif,19,72.13,48.4,3931390.173,102207589,392857.5,ELB
..urance\final_DEM\ELB_Basin.tif,19.1,72.23,48.5,3937303.667,102601019.6,393430.6,ELB
..urance\final_DEM\ELB_Basin.tif,19.2,72.33,48.6,3943226.699,102995047.4,394027.8,ELB
..urance\final_DEM\ELB_Basin.tif,19.3,72.43,48.7,3949086.91,103389658.6,394611.2,ELB
..urance\final_DEM\ELB_Basin.tif,19.4,72.53,48.8,3955070.266,103784828.8,395170.2,ELB
..urance\final_DEM\ELB_Basin.tif,19.5,72.63,48.9,3961010.449,104180634.3,395805.4,ELB
..urance\final_DEM\ELB_Basin.tif,19.6,72.73,49,3967076.526,104577033.1,396398.8,ELB
..urance\final_DEM\ELB_Basin.tif,19.7,72.83,49.1,3973307.973,104974043.8,397010.7,ELB
..urance\final_DEM\ELB_Basin.tif,19.8,72.93,49.2,3979781.878,105371691.8,397648.0,ELB
..urance\final_DEM\ELB_Basin.tif,19.9,73.03,49.3,3986478.915,105769982.3,398290.5,ELB
..urance\final_DEM\ELB_Basin.tif,20,73.13,49.4,3993290.638,106168961.3,398979.0,ELB
..urance\final_DEM\ELB_Basin.tif,20.1,73.23,49.5,4000293.383,106568630.4,399669.0,ELB
..urance\final_DEM\ELB_Basin.tif,20.2,73.33,49.6,4007427.146,106969034.3,400403.9,ELB
..urance\final_DEM\ELB_Basin.tif,20.3,73.43,49.7,4014674.587,107370142.3,401108.0,ELB
..urance\final_DEM\ELB_Basin.tif,20.4,73.53,49.8,4021839.497,107771954.5,401812.3,ELB
..urance\final_DEM\ELB_Basin.tif,20.5,73.63,49.9,4029360.285,108174511.5,402556.9,ELB
..urance\final_DEM\ELB_Basin.tif,20.6,73.73,50,4036819.975,108577835.2,403323.7,ELB
..urance\final_DEM\ELB_Basin.tif,20.7,73.83,50.1,4044230.286,108981854.1,404019.0,ELB
..urance\final_DEM\ELB_Basin.tif,20.8,73.93,50.2,4051730.027,109386649.2,404795.1,ELB
..urance\final_DEM\ELB_Basin.tif,20.9,74.03,50.3,4059428.614,109792214.6,405565.4,ELB
..urance\final_DEM\ELB_Basin.tif,21,74.13,50.4,4066906.514,110198531.7,406317.1,ELB
..urance\final_DEM\ELB_Basin.tif,21.1,74.23,50.5,4074199.064,110605585.7,407054.0,ELB
..urance\final_DEM\ELB_Basin.tif,21.2,74.33,50.6,4081351.087,111013367.5,407781.8,ELB
..urance\final_DEM\ELB_Basin.tif,21.3,74.43,50.7,4088328.344,111421869.1,408501.6,ELB
..urance\final_DEM\ELB_Basin.tif,21.4,74.53,50.8,4095307.76,111831042.3,409173.2,ELB
..urance\final_DEM\ELB_Basin.tif,21.5,74.63,50.9,4102097.373,112240907.2,409864.9,ELB
..urance\final_DEM\ELB_Basin.tif,21.6,74.73,51,4108589.146,112651436.3,410529.1,ELB
..urance\final_DEM\ELB_Basin.tif,21.7,74.83,51.1,4115096.321,113062622.3,411186.0,ELB
..urance\final_DEM\ELB_Basin.tif,21.8,74.93,51.2,4121550.649,113474480.5,411858.1,ELB
..urance\final_DEM\ELB_Basin.tif,21.9,75.03,51.3,4127889.048,113886958.6,412478.1,ELB
..urance\final_DEM\ELB_Basin.tif,22,75.13,51.4,4134287.275,114300066.2,413107.7,ELB
..urance\final_DEM\ELB_Basin.tif,22.1,75.23,51.5,4140755.849,114713828.5,413762.3,ELB
..urance\final_DEM\ELB_Basin.tif,22.2,75.33,51.6,4147071.996,115128226.8,414398.3,ELB
..urance\final_DEM\ELB_Basin.tif,22.3,75.43,51.7,4153478.814,115543241.9,415015.1,ELB
..urance\final_DEM\ELB_Basin.tif,22.4,75.53,51.8,4159704.523,115958901.9,415660.0,ELB
..urance\final_DEM\ELB_Basin.tif,22.5,75.63,51.9,4166142.01,116375186.2,416284.3,ELB
..urance\final_DEM\ELB_Basin.tif,22.6,75.73,52,4172374.336,116792105.9,416919.7,ELB
..urance\final_DEM\ELB_Basin.tif,22.7,75.83,52.1,4178746.281,117209676,417570.1,ELB
..urance\final_DEM\ELB_Basin.tif,22.8,75.93,52.2,4185306.841,117627873.7,418197.7,ELB
..urance\final_DEM\ELB_Basin.tif,22.9,76.03,52.3,4192055.245,118046742.7,418869.0,ELB
..urance\final_DEM\ELB_Basin.tif,23,76.13,52.4,4198798.114,118466263.5,419520.8,ELB
..urance\final_DEM\ELB_Basin.tif,23.1,76.23,52.5,4205607.407,118886480.8,420217.3,ELB
..urance\final_DEM\ELB_Basin.tif,23.2,76.33,52.6,4212459.132,119307394.3,420913.5,ELB
..urance\final_DEM\ELB_Basin.tif,23.3,76.43,52.7,4219072.774,119728959.6,421565.3,ELB
..urance\final_DEM\ELB_Basin.tif,23.4,76.53,52.8,4225919.663,120151203.8,422244.2,ELB
..urance\final_DEM\ELB_Basin.tif,23.5,76.63,52.9,4232959.449,120574141.8,422938.0,ELB
..urance\final_DEM\ELB_Basin.tif,23.6,76.73,53,4240132.037,120997813.9,423672.0,ELB
..urance\final_DEM\ELB_Basin.tif,23.7,76.83,53.1,4247367.569,121422173.6,424359.7,ELB
..urance\final_DEM\ELB_Basin.tif,23.8,76.93,53.2,4254509.104,121847245.4,425071.8,ELB
..urance\final_DEM\ELB_Basin.tif,23.9,77.03,53.3,4261678.089,122273073.6,425828.2,ELB
..urance\final_DEM\ELB_Basin.tif,24,77.13,53.4,4268744.922,122699591.7,426518.1,ELB
..urance\final_DEM\ELB_Basin.tif,24.1,77.23,53.5,4275850.481,123126820.6,427228.9,ELB
..urance\final_DEM\ELB_Basin.tif,24.2,77.33,53.6,4282797.407,123554762.7,427942.1,ELB
..urance\final_DEM\ELB_Basin.tif,24.3,77.43,53.7,4289601.679,123983360.7,428598.0,ELB
..urance\final_DEM\ELB_Basin.tif,24.4,77.53,53.8,4296396.495,124412668.9,429308.2,ELB
..urance\final_DEM\ELB_Basin.tif,24.5,77.63,53.9,4303105.694,124842659.5,429990.6,ELB
..urance\final_DEM\ELB_Basin.tif,24.6,77.73,54,4309619.16,125273308.5,430648.9,ELB
..urance\final_DEM\ELB_Basin.tif,24.7,77.83,54.1,4316230.538,125704598.7,431290.2,ELB
..urance\final_DEM\ELB_Basin.tif,24.8,77.93,54.2,4324742.722,126136593.5,431994.9,ELB
..urance\final_DEM\ELB_Basin.tif,24.9,78.03,54.3,4334107.934,126569546.1,432952.5,ELB
..urance\final_DEM\ELB_Basin.tif,25,78.13,54.4,4342041.159,127003359.7,433813.6,ELB
..urance\final_DEM\ELB_Basin.tif,25.1,78.23,54.5,4349916.934,127437949.6,434589.9,ELB
..urance\final_DEM\ELB_Basin.tif,25.2,78.33,54.6,4357753.363,127873322.9,435373.4,ELB
..urance\final_DEM\ELB_Basin.tif,25.3,78.43,54.7,4365842.162,128309495.9,436173.0,ELB
..urance\final_DEM\ELB_Basin.tif,25.4,78.53,54.8,4373896.959,128746491.8,436995.9,ELB
..urance\final_DEM\ELB_Basin.tif,25.5,78.63,54.9,4381872.307,129184286.5,437794.6,ELB
..urance\final_DEM\ELB_Basin.tif,25.6,78.73,55,4390381.372,129622896.7,438610.3,ELB
..urance\final_DEM\ELB_Basin.tif,25.7,78.83,55.1,4398776.91,130062354.4,439457.7,ELB
..urance\final_DEM\ELB_Basin.tif,25.8,78.93,55.2,4407405.799,130502643.6,440289.2,ELB
..urance\final_DEM\ELB_Basin.tif,25.9,79.03,55.3,4416003.889,130943799.3,441155.7,ELB
..urance\final_DEM\ELB_Basin.tif,26,79.13,55.4,4424503.098,131385838,442038.7,ELB
..urance\final_DEM\ELB_Basin.tif,26.1,79.23,55.5,4432900.634,131828720.9,442882.9,ELB
..urance\final_DEM\ELB_Basin.tif,26.2,79.33,55.6,4441327.802,132272420.2,443699.4,ELB
..urance\final_DEM\ELB_Basin.tif,26.3,79.43,55.7,4449703.213,132716962.2,444542.0,ELB
..urance\final_DEM\ELB_Basin.tif,26.4,79.53,55.8,4458321.052,133162353.8,445391.6,ELB
..urance\final_DEM\ELB_Basin.tif,26.5,79.63,55.9,4466749.155,133608603.6,446249.7,ELB
..urance\final_DEM\ELB_Basin.tif,26.6,79.73,56,4475225.823,134055698.2,447094.6,ELB
..urance\final_DEM\ELB_Basin.tif,26.7,79.83,56.1,4483815.565,134503644.8,447946.6,ELB
..urance\final_DEM\ELB_Basin.tif,26.8,79.93,56.2,4492026.993,134952444.8,448800.0,ELB
..urance\final_DEM\ELB_Basin.tif,26.9,80.03,56.3,4500362.382,135402054.9,449610.1,ELB
..urance\final_DEM\ELB_Basin.tif,27,80.13,56.4,4508955.708,135852499,450444.1,ELB
..urance\final_DEM\ELB_Basin.tif,27.1,80.23,56.5,4517695.679,136303867.3,451368.3,ELB
..urance\final_DEM\ELB_Basin.tif,27.2,80.33,56.6,4526399.407,136756054.4,452187.1,ELB
..urance\final_DEM\ELB_Basin.tif,27.3,80.43,56.7,4534867.078,137209130.7,453076.3,ELB
..urance\final_DEM\ELB_Basin.tif,27.4,80.53,56.8,4543342.603,137663052.9,453922.3,ELB
..urance\final_DEM\ELB_Basin.tif,27.5,80.63,56.9,4552043.576,138117819.9,454767.0,ELB
..urance\final_DEM\ELB_Basin.tif,27.6,80.73,57,4560586.457,138573457.9,455637.9,ELB
..urance\final_DEM\ELB_Basin.tif,27.7,80.83,57.1,4568804.549,139029914.3,456456.4,ELB
..urance\final_DEM\ELB_Basin.tif,27.8,80.93,57.2,4576634.633,139487200.9,457286.6,ELB
..urance\final_DEM\ELB_Basin.tif,27.9,81.03,57.3,4584263.145,139945235.3,458034.4,ELB
..urance\final_DEM\ELB_Basin.tif,28,81.13,57.4,4591899.078,140404045.4,458810.0,ELB
..urance\final_DEM\ELB_Basin.tif,28.1,81.23,57.5,4599847.462,140863627.6,459582.3,ELB
..urance\final_DEM\ELB_Basin.tif,28.2,81.33,57.6,4607942.428,141324011.8,460384.2,ELB
..urance\final_DEM\ELB_Basin.tif,28.3,81.43,57.7,4616039.071,141785195.4,461183.6,ELB
..urance\final_DEM\ELB_Basin.tif,28.4,81.53,57.8,4623927.788,142247206.7,462011.3,ELB
..urance\final_DEM\ELB_Basin.tif,28.5,81.63,57.9,4631977.518,142709994.4,462787.6,ELB
..urance\final_DEM\ELB_Basin.tif,28.6,81.73,58,4640073.421,143173595.2,463600.8,ELB
..urance\final_DEM\ELB_Basin.tif,28.7,81.83,58.1,4648227.901,143638021.1,464426.0,ELB
..urance\final_DEM\ELB_Basin.tif,28.8,81.93,58.2,4656403.325,144103257.7,465236.6,ELB
..urance\final_DEM\ELB_Basin.tif,28.9,82.03,58.3,4665049.487,144569321.5,466063.8,ELB
..urance\final_DEM\ELB_Basin.tif,29,82.13,58.4,4673793.18,145036269.3,466947.8,ELB
..urance\final_DEM\ELB_Basin.tif,29.1,82.23,58.5,4682166.714,145504069.1,467799.8,ELB
..urance\final_DEM\ELB_Basin.tif,29.2,82.33,58.6,4690617.227,145972710.4,468641.2,ELB
..urance\final_DEM\ELB_Basin.tif,29.3,82.43,58.7,4699176.555,146442171.7,469461.3,ELB
..urance\final_DEM\ELB_Basin.tif,29.4,82.53,58.8,4707441.899,146912497.6,470326.0,ELB
..urance\final_DEM\ELB_Basin.tif,29.5,82.63,58.9,4715637.644,147383631.7,471134.1,ELB
..urance\final_DEM\ELB_Basin.tif,29.6,82.73,59,4723792.64,147855608.8,471977.1,ELB
..urance\final_DEM\ELB_Basin.tif,29.7,82.83,59.1,4731650.651,148328392.2,472783.4,ELB
..urance\final_DEM\ELB_Basin.tif,29.8,82.93,59.2,4739268.122,148801928.1,473535.9,ELB
..urance\final_DEM\ELB_Basin.tif,29.9,83.03,59.3,4746845.503,149276247.6,474319.4,ELB
..urance\final_DEM\ELB_Basin.tif,30,83.13,59.4,4754421.34,149751304.1,475056.6,ELB
..urance\final_DEM\ELB_Basin.tif,30.1,83.23,59.5,4761924.1,150227118.4,475814.3,ELB
..urance\final_DEM\ELB_Basin.tif,30.2,83.33,59.6,4769457.287,150703696.3,476577.9,ELB
..urance\final_DEM\ELB_Basin.tif,30.3,83.43,59.7,4776751.534,151181006.2,477309.9,ELB
..urance\final_DEM\ELB_Basin.tif,30.4,83.53,59.8,4783996.94,151659046.4,478040.2,ELB
..urance\final_DEM\ELB_Basin.tif,30.5,83.63,59.9,4791179.854,152137801.7,478755.3,ELB
..urance\final_DEM\ELB_Basin.tif,30.6,83.73,60,4798391.513,152617268.4,479466.7,ELB
..urance\final_DEM\ELB_Basin.tif,30.7,83.83,60.1,4805510.269,153097464.9,480196.5,ELB
..urance\final_DEM\ELB_Basin.tif,30.8,83.93,60.2,4812562.001,153578375.4,480910.6,ELB
..urance\final_DEM\ELB_Basin.tif,30.9,84.03,60.3,4819594.64,154059986.4,481610.9,ELB
..urance\final_DEM\ELB_Basin.tif,31,84.13,60.4,4826592.952,154542263,482276.7,ELB
..urance\final_DEM\ELB_Basin.tif,31.1,84.23,60.5,4833779.064,155025265.9,483002.8,ELB
..urance\final_DEM\ELB_Basin.tif,31.2,84.33,60.6,4841046.327,155509005.2,483739.4,ELB
..urance\final_DEM\ELB_Basin.tif,31.3,84.43,60.7,4848492.126,155993486.3,484481.1,ELB
..urance\final_DEM\ELB_Basin.tif,31.4,84.53,60.8,4855945.908,156478711.9,485225.6,ELB
..urance\final_DEM\ELB_Basin.tif,31.5,84.63,60.9,4863525.685,156964681.5,485969.5,ELB
..urance\final_DEM\ELB_Basin.tif,31.6,84.73,61,4871515.064,157451437.4,486755.9,ELB
..urance\final_DEM\ELB_Basin.tif,31.7,84.83,61.1,4879961.335,157938988.1,487550.8,ELB
