Dataset, Plane_Height,Elevation_masl,Depth (0 = bottom of the lake), Area_2D, Volume,VolumeLayer,lake
..urance\final_DEM\ELB_Basin.tif,101.7,154.83,131.1,12408817.3,770817711,1240422.1,ELB
..urance\final_DEM\ELB_Basin.tif,101.8,154.93,131.2,12417990.81,772059073.2,1241362.2,ELB
..urance\final_DEM\ELB_Basin.tif,101.9,155.03,131.3,12427230.67,773301372.1,1242298.9,ELB
..urance\final_DEM\ELB_Basin.tif,102,155.13,131.4,12436420,774544572.3,1243200.2,ELB
..urance\final_DEM\ELB_Basin.tif,102.1,155.23,131.5,12445694.67,775788724.1,1244151.8,ELB
..urance\final_DEM\ELB_Basin.tif,102.2,155.33,131.6,12454897.68,777033796.4,1245072.3,ELB
..urance\final_DEM\ELB_Basin.tif,102.3,155.43,131.7,12464026.7,778279749.6,1245953.2,ELB
..urance\final_DEM\ELB_Basin.tif,102.4,155.53,131.8,12473226.52,779526711.6,1246962.0,ELB
..urance\final_DEM\ELB_Basin.tif,102.5,155.63,131.9,12482272.8,780774540,1247828.4,ELB
..urance\final_DEM\ELB_Basin.tif,102.6,155.73,132,12491212.41,782023287.8,1248747.8,ELB
..urance\final_DEM\ELB_Basin.tif,102.7,155.83,132.1,12500076.03,783272905.7,1249617.9,ELB
..urance\final_DEM\ELB_Basin.tif,102.8,155.93,132.2,12508865.04,784523458.8,1250553.1,ELB
..urance\final_DEM\ELB_Basin.tif,102.9,156.03,132.3,12517698.4,785774894.6,1251435.7,ELB
..urance\final_DEM\ELB_Basin.tif,103,156.13,132.4,12526314.13,787027246,1252351.4,ELB
..urance\final_DEM\ELB_Basin.tif,103.1,156.23,132.5,12534780.17,788280438.1,1253192.1,ELB
..urance\final_DEM\ELB_Basin.tif,103.2,156.33,132.6,12543055.66,789534470.2,1254032.2,ELB
..urance\final_DEM\ELB_Basin.tif,103.3,156.43,132.7,12551037.68,790789328.8,1254858.6,ELB
..urance\final_DEM\ELB_Basin.tif,103.4,156.53,132.8,12558511.43,792044974.1,1255645.3,ELB
..urance\final_DEM\ELB_Basin.tif,103.5,156.63,132.9,12565407.69,793301318.9,1256344.8,ELB
..urance\final_DEM\ELB_Basin.tif,103.6,156.73,133,12571760.29,794558299.2,1256980.3,ELB
..urance\final_DEM\ELB_Basin.tif,103.7,156.83,133.1,12577551.55,795815892.6,1257593.4,ELB
..urance\final_DEM\ELB_Basin.tif,103.8,156.93,133.2,12582726.44,797074014.1,1258121.5,ELB
..urance\final_DEM\ELB_Basin.tif,103.9,157.03,133.3,12586871.85,798332576.8,1258562.7,ELB
..urance\final_DEM\ELB_Basin.tif,104,157.13,133.4,12589667.56,799591514.1,1258937.2,ELB
..ance\final_DEM\Hoare_Basin.tif,-13.6,39.93,0,0,0,0.0,LH
..ance\final_DEM\Hoare_Basin.tif,-13.5,40.03,0.1,0.144100754,0.002140077,0.0,LH
..ance\final_DEM\Hoare_Basin.tif,-13.4,40.13,0.2,2.554357233,0.094889243,0.1,LH
..ance\final_DEM\Hoare_Basin.tif,-13.3,40.23,0.3,31.54786569,1.144743589,1.0,LH
..ance\final_DEM\Hoare_Basin.tif,-13.2,40.33,0.4,100.4901433,6.828144618,5.7,LH
..ance\final_DEM\Hoare_Basin.tif,-13.1,40.43,0.5,216.8434626,19.65739528,12.8,LH
..ance\final_DEM\Hoare_Basin.tif,-13,40.53,0.6,413.7861942,50.00628362,30.3,LH
..ance\final_DEM\Hoare_Basin.tif,-12.9,40.63,0.7,752.4413722,103.4336767,53.4,LH
..ance\final_DEM\Hoare_Basin.tif,-12.8,40.73,0.8,1321.939406,197.1123939,93.7,LH
..ance\final_DEM\Hoare_Basin.tif,-12.7,40.83,0.9,2162.543929,352.9416477,155.8,LH
..ance\final_DEM\Hoare_Basin.tif,-12.6,40.93,1,3338.061269,613.175359,260.2,LH
..ance\final_DEM\Hoare_Basin.tif,-12.5,41.03,1.1,4529.787524,1009.199652,396.0,LH
..ance\final_DEM\Hoare_Basin.tif,-12.4,41.13,1.2,5485.277691,1518.365728,509.2,LH
..ance\final_DEM\Hoare_Basin.tif,-12.3,41.23,1.3,6241.900944,2107.64664,589.3,LH
..ance\final_DEM\Hoare_Basin.tif,-12.2,41.33,1.4,6993.244732,2768.230596,660.6,LH
..ance\final_DEM\Hoare_Basin.tif,-12.1,41.43,1.5,7774.973036,3506.148081,737.9,LH
..ance\final_DEM\Hoare_Basin.tif,-12,41.53,1.6,8669.795428,4323.190129,817.0,LH
..ance\final_DEM\Hoare_Basin.tif,-11.9,41.63,1.7,9602.598359,5233.706518,910.5,LH
..ance\final_DEM\Hoare_Basin.tif,-11.8,41.73,1.8,10424.81741,6238.883471,1005.2,LH
..ance\final_DEM\Hoare_Basin.tif,-11.7,41.83,1.9,11062.45277,7318.438586,1079.6,LH
..ance\final_DEM\Hoare_Basin.tif,-11.6,41.93,2,11656.26325,8456.757418,1138.3,LH
..ance\final_DEM\Hoare_Basin.tif,-11.5,42.03,2.1,12216.6234,9651.641345,1194.9,LH
..ance\final_DEM\Hoare_Basin.tif,-11.4,42.13,2.2,12766.36904,10905.13073,1253.5,LH
..ance\final_DEM\Hoare_Basin.tif,-11.3,42.23,2.3,13286.7381,12203.74283,1298.6,LH
..ance\final_DEM\Hoare_Basin.tif,-11.2,42.33,2.4,13844.679,13554.15946,1350.4,LH
..ance\final_DEM\Hoare_Basin.tif,-11.1,42.43,2.5,14398.51332,14969.7738,1415.6,LH
..ance\final_DEM\Hoare_Basin.tif,-11,42.53,2.6,14922.17006,16434.4942,1464.7,LH
..ance\final_DEM\Hoare_Basin.tif,-10.9,42.63,2.7,15463.81134,17953.25237,1518.8,LH
..ance\final_DEM\Hoare_Basin.tif,-10.8,42.73,2.8,16070.79193,19527.94716,1574.7,LH
..ance\final_DEM\Hoare_Basin.tif,-10.7,42.83,2.9,16826.18409,21170.1167,1642.2,LH
..ance\final_DEM\Hoare_Basin.tif,-10.6,42.93,3,17812.34205,22889.22013,1719.1,LH
..ance\final_DEM\Hoare_Basin.tif,-10.5,43.03,3.1,19146.84988,24726.67417,1837.5,LH
..ance\final_DEM\Hoare_Basin.tif,-10.4,43.13,3.2,20905.56664,26710.46003,1983.8,LH
..ance\final_DEM\Hoare_Basin.tif,-10.3,43.23,3.3,23283.46336,28884.16302,2173.7,LH
..ance\final_DEM\Hoare_Basin.tif,-10.2,43.33,3.4,26395.70129,31339.03527,2454.9,LH
..ance\final_DEM\Hoare_Basin.tif,-10.1,43.43,3.5,29711.99484,34130.52653,2791.5,LH
..ance\final_DEM\Hoare_Basin.tif,-10,43.53,3.6,32878.96623,37262.08852,3131.6,LH
..ance\final_DEM\Hoare_Basin.tif,-9.9,43.63,3.7,35620.27167,40695.62635,3433.5,LH
..ance\final_DEM\Hoare_Basin.tif,-9.8,43.73,3.8,38178.8207,44406.19348,3710.6,LH
..ance\final_DEM\Hoare_Basin.tif,-9.7,43.83,3.9,40420.41746,48343.95927,3937.8,LH
..ance\final_DEM\Hoare_Basin.tif,-9.6,43.93,4,42456.14744,52496.39552,4152.4,LH
..ance\final_DEM\Hoare_Basin.tif,-9.5,44.03,4.1,44309.16475,56840.27205,4343.9,LH
..ance\final_DEM\Hoare_Basin.tif,-9.4,44.13,4.2,46009.5652,61357.75846,4517.5,LH
..ance\final_DEM\Hoare_Basin.tif,-9.3,44.23,4.3,47669.49615,66044.48784,4686.7,LH
..ance\final_DEM\Hoare_Basin.tif,-9.2,44.33,4.4,49300.94534,70893.72813,4849.2,LH
..ance\final_DEM\Hoare_Basin.tif,-9.1,44.43,4.5,50900.787,75907.49988,5013.8,LH
..ance\final_DEM\Hoare_Basin.tif,-9,44.53,4.6,52401.66409,81076.10475,5168.6,LH
..ance\final_DEM\Hoare_Basin.tif,-8.9,44.63,4.7,53876.57182,86382.66299,5306.6,LH
..ance\final_DEM\Hoare_Basin.tif,-8.8,44.73,4.8,55483.5489,91844.91224,5462.2,LH
..ance\final_DEM\Hoare_Basin.tif,-8.7,44.83,4.9,57026.9549,97473.87465,5629.0,LH
..ance\final_DEM\Hoare_Basin.tif,-8.6,44.93,5,58627.88065,103261.1272,5787.3,LH
..ance\final_DEM\Hoare_Basin.tif,-8.5,45.03,5.1,60223.55673,109199.342,5938.2,LH
..ance\final_DEM\Hoare_Basin.tif,-8.4,45.13,5.2,61817.41382,115299.64,6100.3,LH
..ance\final_DEM\Hoare_Basin.tif,-8.3,45.23,5.3,63486.95984,121564.5646,6264.9,LH
..ance\final_DEM\Hoare_Basin.tif,-8.2,45.33,5.4,65349.25286,127997.9149,6433.4,LH
..ance\final_DEM\Hoare_Basin.tif,-8.1,45.43,5.5,67170.86229,134613.5396,6615.6,LH
..ance\final_DEM\Hoare_Basin.tif,-8,45.53,5.6,68939.33306,141411.0633,6797.5,LH
..ance\final_DEM\Hoare_Basin.tif,-7.9,45.63,5.7,70835.36988,148395.6278,6984.6,LH
..ance\final_DEM\Hoare_Basin.tif,-7.8,45.73,5.8,72720.98317,155576.1945,7180.6,LH
..ance\final_DEM\Hoare_Basin.tif,-7.7,45.83,5.9,74627.62465,162947.1006,7370.9,LH
..ance\final_DEM\Hoare_Basin.tif,-7.6,45.93,6,76523.57897,170500.676,7553.6,LH
..ance\final_DEM\Hoare_Basin.tif,-7.5,46.03,6.1,78484.51998,178258.5143,7757.8,LH
..ance\final_DEM\Hoare_Basin.tif,-7.4,46.13,6.2,80382.36341,186201.1621,7942.6,LH
..ance\final_DEM\Hoare_Basin.tif,-7.3,46.23,6.3,82186.24538,194328.2539,8127.1,LH
..ance\final_DEM\Hoare_Basin.tif,-7.2,46.33,6.4,83944.30197,202638.5477,8310.3,LH
..ance\final_DEM\Hoare_Basin.tif,-7.1,46.43,6.5,85701.24788,211121.7252,8483.2,LH
..ance\final_DEM\Hoare_Basin.tif,-7,46.53,6.6,87462.29869,219775.2201,8653.5,LH
..ance\final_DEM\Hoare_Basin.tif,-6.9,46.63,6.7,89310.67695,228614.1518,8838.9,LH
..ance\final_DEM\Hoare_Basin.tif,-6.8,46.73,6.8,91136.90592,237634.6028,9020.5,LH
..ance\final_DEM\Hoare_Basin.tif,-6.7,46.83,6.9,93056.28535,246842.6433,9208.0,LH
..ance\final_DEM\Hoare_Basin.tif,-6.6,46.93,7,95155.60704,256239.4397,9396.8,LH
..ance\final_DEM\Hoare_Basin.tif,-6.5,47.03,7.1,97494.90276,265868.3519,9628.9,LH
..ance\final_DEM\Hoare_Basin.tif,-6.4,47.13,7.2,99939.763,275734.5565,9866.2,LH
..ance\final_DEM\Hoare_Basin.tif,-6.3,47.23,7.3,102354.052,285845.2195,10110.7,LH
..ance\final_DEM\Hoare_Basin.tif,-6.2,47.33,7.4,104859.1517,296193.8337,10348.6,LH
..ance\final_DEM\Hoare_Basin.tif,-6.1,47.43,7.5,107616.1014,306804.179,10610.3,LH
..ance\final_DEM\Hoare_Basin.tif,-6,47.53,7.6,110782.5224,317705.176,10901.0,LH
..ance\final_DEM\Hoare_Basin.tif,-5.9,47.63,7.7,114088.3742,328943.7406,11238.6,LH
..ance\final_DEM\Hoare_Basin.tif,-5.8,47.73,7.8,117679.4863,340529.5773,11585.8,LH
..ance\final_DEM\Hoare_Basin.tif,-5.7,47.83,7.9,121336.2702,352475.5051,11945.9,LH
..ance\final_DEM\Hoare_Basin.tif,-5.6,47.93,8,124909.676,364788.2664,12312.8,LH
..ance\final_DEM\Hoare_Basin.tif,-5.5,48.03,8.1,128153.3355,377449.8537,12661.6,LH
..ance\final_DEM\Hoare_Basin.tif,-5.4,48.13,8.2,131051.2796,390414.4796,12964.6,LH
..ance\final_DEM\Hoare_Basin.tif,-5.3,48.23,8.3,133854.5565,403662.9724,13248.5,LH
..ance\final_DEM\Hoare_Basin.tif,-5.2,48.33,8.4,136538.7412,417196.7112,13533.7,LH
..ance\final_DEM\Hoare_Basin.tif,-5.1,48.43,8.5,139253.1438,430991.315,13794.6,LH
..ance\final_DEM\Hoare_Basin.tif,-5,48.53,8.6,142168.3329,445061.6034,14070.3,LH
..ance\final_DEM\Hoare_Basin.tif,-4.9,48.63,8.7,145008.6914,459406.6481,14345.0,LH
..ance\final_DEM\Hoare_Basin.tif,-4.8,48.73,8.8,147937.8652,474042.4408,14635.8,LH
..ance\final_DEM\Hoare_Basin.tif,-4.7,48.83,8.9,151183.5371,488985.1986,14942.8,LH
..ance\final_DEM\Hoare_Basin.tif,-4.6,48.93,9,154884.9196,504279.5766,15294.4,LH
..ance\final_DEM\Hoare_Basin.tif,-4.5,49.03,9.1,158848.1875,519967.015,15687.4,LH
..ance\final_DEM\Hoare_Basin.tif,-4.4,49.13,9.2,163088.2431,536043.9368,16076.9,LH
..ance\final_DEM\Hoare_Basin.tif,-4.3,49.23,9.3,168133.5086,552575.1897,16531.3,LH
..ance\final_DEM\Hoare_Basin.tif,-4.2,49.33,9.4,173806.2521,569650.6049,17075.4,LH
..ance\final_DEM\Hoare_Basin.tif,-4.1,49.43,9.5,180556.081,587332.5205,17681.9,LH
..ance\final_DEM\Hoare_Basin.tif,-4,49.53,9.6,188622.8418,605738.4991,18406.0,LH
..ance\final_DEM\Hoare_Basin.tif,-3.9,49.63,9.7,197942.6731,625003.9147,19265.4,LH
..ance\final_DEM\Hoare_Basin.tif,-3.8,49.73,9.8,207954.6646,645261.5818,20257.7,LH
..ance\final_DEM\Hoare_Basin.tif,-3.7,49.83,9.9,217428.9756,666523.4717,21261.9,LH
..ance\final_DEM\Hoare_Basin.tif,-3.6,49.93,10,225948.0812,688707.8216,22184.3,LH
..ance\final_DEM\Hoare_Basin.tif,-3.5,50.03,10.1,233712.0358,711720.0678,23012.2,LH
..ance\final_DEM\Hoare_Basin.tif,-3.4,50.13,10.2,240793.3825,735481.2953,23761.2,LH
..ance\final_DEM\Hoare_Basin.tif,-3.3,50.23,10.3,246763.0086,759896.7168,24415.4,LH
..ance\final_DEM\Hoare_Basin.tif,-3.2,50.33,10.4,252549.4822,784868.3447,24971.6,LH
..ance\final_DEM\Hoare_Basin.tif,-3.1,50.43,10.5,258398.4197,810419.4671,25551.1,LH
..ance\final_DEM\Hoare_Basin.tif,-3,50.53,10.6,264003.8524,836543.5558,26124.1,LH
..ance\final_DEM\Hoare_Basin.tif,-2.9,50.63,10.7,269281.1469,863221.1836,26677.6,LH
..ance\final_DEM\Hoare_Basin.tif,-2.8,50.73,10.8,274224.3961,890413.4992,27192.3,LH
..ance\final_DEM\Hoare_Basin.tif,-2.7,50.83,10.9,279377.424,918085.8521,27672.4,LH
..ance\final_DEM\Hoare_Basin.tif,-2.6,50.93,11,284847.3034,946280.0717,28194.2,LH
..ance\final_DEM\Hoare_Basin.tif,-2.5,51.03,11.1,290209.9967,975037.9801,28757.9,LH
..ance\final_DEM\Hoare_Basin.tif,-2.4,51.13,11.2,295606.9931,1004309.995,29272.0,LH
..ance\final_DEM\Hoare_Basin.tif,-2.3,51.23,11.3,300943.9204,1034137.866,29827.9,LH
..ance\final_DEM\Hoare_Basin.tif,-2.2,51.33,11.4,306127.3203,1064479.993,30342.1,LH
..ance\final_DEM\Hoare_Basin.tif,-2.1,51.43,11.5,311409.0523,1095358.007,30878.0,LH
..ance\final_DEM\Hoare_Basin.tif,-2,51.53,11.6,316773.3723,1126785.34,31427.3,LH
..ance\final_DEM\Hoare_Basin.tif,-1.9,51.63,11.7,322235.0555,1158740.575,31955.2,LH
..ance\final_DEM\Hoare_Basin.tif,-1.8,51.73,11.8,327628.8307,1191238.171,32497.6,LH
..ance\final_DEM\Hoare_Basin.tif,-1.7,51.83,11.9,332843.9109,1224273.409,33035.2,LH
..ance\final_DEM\Hoare_Basin.tif,-1.6,51.93,12,337618.5312,1257788.429,33515.0,LH
..ance\final_DEM\Hoare_Basin.tif,-1.5,52.03,12.1,342161.0999,1291777.284,33988.9,LH
..ance\final_DEM\Hoare_Basin.tif,-1.4,52.13,12.2,346606.3305,1326216.076,34438.8,LH
..ance\final_DEM\Hoare_Basin.tif,-1.3,52.23,12.3,350915.3864,1361101.874,34885.8,LH
..ance\final_DEM\Hoare_Basin.tif,-1.2,52.33,12.4,355093.1984,1396401.413,35299.5,LH
..ance\final_DEM\Hoare_Basin.tif,-1.1,52.43,12.5,359154.1786,1432113,35711.6,LH
..ance\final_DEM\Hoare_Basin.tif,-1,52.53,12.6,363100.4235,1468239.186,36126.2,LH
..ance\final_DEM\Hoare_Basin.tif,-0.9,52.63,12.7,367043.2842,1504752.041,36512.9,LH
..ance\final_DEM\Hoare_Basin.tif,-0.8,52.73,12.8,370846.5678,1541652.422,36900.4,LH
..ance\final_DEM\Hoare_Basin.tif,-0.7,52.83,12.9,374592.5357,1578925.357,37272.9,LH
..ance\final_DEM\Hoare_Basin.tif,-0.6,52.93,13,378412.3303,1616575.107,37649.8,LH
..ance\final_DEM\Hoare_Basin.tif,-0.5,53.03,13.1,382266.9397,1654611.333,38036.2,LH
..ance\final_DEM\Hoare_Basin.tif,-0.4,53.13,13.2,386025.7371,1693022.295,38411.0,LH
..ance\final_DEM\Hoare_Basin.tif,-0.3,53.23,13.3,389798.3194,1731809.093,38786.8,LH
..ance\final_DEM\Hoare_Basin.tif,-0.2,53.33,13.4,393812.5103,1770982.021,39172.9,LH
..ance\final_DEM\Hoare_Basin.tif,-0.1,53.43,13.5,398096.5111,1810574.527,39592.5,LH
..ance\final_DEM\Hoare_Basin.tif,0,53.53,13.6,402804.6991,1850611.211,40036.7,LH
..ance\final_DEM\Hoare_Basin.tif,0.1,53.63,13.7,407761.3415,1891121.455,40510.2,LH
..ance\final_DEM\Hoare_Basin.tif,0.2,53.73,13.8,413005.7012,1932147.864,41026.4,LH
..ance\final_DEM\Hoare_Basin.tif,0.3,53.83,13.9,418348.8786,1973708.17,41560.3,LH
..ance\final_DEM\Hoare_Basin.tif,0.4,53.93,14,423263.2099,2015782.345,42074.2,LH
..ance\final_DEM\Hoare_Basin.tif,0.5,54.03,14.1,427749.6244,2058338.811,42556.5,LH
..ance\final_DEM\Hoare_Basin.tif,0.6,54.13,14.2,431962.1289,2101328.097,42989.3,LH
..ance\final_DEM\Hoare_Basin.tif,0.7,54.23,14.3,436229.8067,2144750.432,43422.3,LH
..ance\final_DEM\Hoare_Basin.tif,0.8,54.33,14.4,440390.9125,2188590.101,43839.7,LH
..ance\final_DEM\Hoare_Basin.tif,0.9,54.43,14.5,444734.7886,2232846.422,44256.3,LH
..ance\final_DEM\Hoare_Basin.tif,1,54.53,14.6,448985.9846,2277522.204,44675.8,LH
..ance\final_DEM\Hoare_Basin.tif,1.1,54.63,14.7,453154.4275,2322619.832,45097.6,LH
..ance\final_DEM\Hoare_Basin.tif,1.2,54.73,14.8,457345.6607,2368148.493,45528.7,LH
..ance\final_DEM\Hoare_Basin.tif,1.3,54.83,14.9,461672.2467,2414091.12,45942.6,LH
..ance\final_DEM\Hoare_Basin.tif,1.4,54.93,15,466066.9807,2460466.972,46375.9,LH
..ance\final_DEM\Hoare_Basin.tif,1.5,55.03,15.1,470564.0892,2507292.238,46825.3,LH
..ance\final_DEM\Hoare_Basin.tif,1.6,55.13,15.2,475288.8413,2554575.947,47283.7,LH
..ance\final_DEM\Hoare_Basin.tif,1.7,55.23,15.3,480034.2316,2602328.267,47752.3,LH
..ance\final_DEM\Hoare_Basin.tif,1.8,55.33,15.4,484956.9402,2650571.949,48243.7,LH
..ance\final_DEM\Hoare_Basin.tif,1.9,55.43,15.5,489885.0801,2699309.233,48737.3,LH
..ance\final_DEM\Hoare_Basin.tif,2,55.53,15.6,495033.1247,2748558.555,49249.3,LH
..ance\final_DEM\Hoare_Basin.tif,2.1,55.63,15.7,500271.855,2798310.132,49751.6,LH
..ance\final_DEM\Hoare_Basin.tif,2.2,55.73,15.8,505358.9339,2848590.877,50280.7,LH
..ance\final_DEM\Hoare_Basin.tif,2.3,55.83,15.9,510356.4061,2899370.767,50779.9,LH
..ance\final_DEM\Hoare_Basin.tif,2.4,55.93,16,515316.0783,2950662.328,51291.6,LH
..ance\final_DEM\Hoare_Basin.tif,2.5,56.03,16.1,520049.1154,3002424.465,51762.1,LH
..ance\final_DEM\Hoare_Basin.tif,2.6,56.13,16.2,524708.2833,3054661.169,52236.7,LH
..ance\final_DEM\Hoare_Basin.tif,2.7,56.23,16.3,529521.6976,3107364.425,52703.3,LH
..ance\final_DEM\Hoare_Basin.tif,2.8,56.33,16.4,534540.3657,3160559.776,53195.4,LH
..ance\final_DEM\Hoare_Basin.tif,2.9,56.43,16.5,539570.765,3214249.653,53689.9,LH
..ance\final_DEM\Hoare_Basin.tif,3,56.53,16.6,544720.0375,3268467.939,54218.3,LH
..ance\final_DEM\Hoare_Basin.tif,3.1,56.63,16.7,550333.548,3323207.1,54739.2,LH
..ance\final_DEM\Hoare_Basin.tif,3.2,56.73,16.8,556392.8684,3378524.811,55317.7,LH
..ance\final_DEM\Hoare_Basin.tif,3.3,56.83,16.9,562748.6377,3434444.78,55920.0,LH
..ance\final_DEM\Hoare_Basin.tif,3.4,56.93,17,569624.3945,3491017.289,56572.5,LH
..ance\final_DEM\Hoare_Basin.tif,3.5,57.03,17.1,576871.01,3548305.076,57287.8,LH
..ance\final_DEM\Hoare_Basin.tif,3.6,57.13,17.2,584271.0158,3606345.577,58040.5,LH
..ance\final_DEM\Hoare_Basin.tif,3.7,57.23,17.3,591498.2523,3665128.609,58783.0,LH
..ance\final_DEM\Hoare_Basin.tif,3.8,57.33,17.4,598971.3356,3724668.012,59539.4,LH
..ance\final_DEM\Hoare_Basin.tif,3.9,57.43,17.5,607123.873,3784940.855,60272.8,LH
..ance\final_DEM\Hoare_Basin.tif,4,57.53,17.6,616449.2846,3846072.242,61131.4,LH
..ance\final_DEM\Hoare_Basin.tif,4.1,57.63,17.7,626949.5069,3908185.818,62113.6,LH
..ance\final_DEM\Hoare_Basin.tif,4.2,57.73,17.8,637990.6749,3971384.465,63198.6,LH
..ance\final_DEM\Hoare_Basin.tif,4.3,57.83,17.9,648666.9991,4035675.018,64290.6,LH
..ance\final_DEM\Hoare_Basin.tif,4.4,57.93,18,658468.9071,4101040.078,65365.1,LH
..ance\final_DEM\Hoare_Basin.tif,4.5,58.03,18.1,666834.4203,4167360.031,66320.0,LH
..ance\final_DEM\Hoare_Basin.tif,4.6,58.13,18.2,674152.781,4234485.405,67125.4,LH
..ance\final_DEM\Hoare_Basin.tif,4.7,58.23,18.3,681030.1857,4302303.137,67817.7,LH
..ance\final_DEM\Hoare_Basin.tif,4.8,58.33,18.4,687587.1786,4370758.814,68455.7,LH
..ance\final_DEM\Hoare_Basin.tif,4.9,58.43,18.5,694037.6938,4439863.132,69104.3,LH
..ance\final_DEM\Hoare_Basin.tif,5,58.53,18.6,700344.0791,4509593.414,69730.3,LH
..ance\final_DEM\Hoare_Basin.tif,5.1,58.63,18.7,706603.5903,4579927.617,70334.2,LH
..ance\final_DEM\Hoare_Basin.tif,5.2,58.73,18.8,712838.6286,4650893.384,70965.8,LH
..ance\final_DEM\Hoare_Basin.tif,5.3,58.83,18.9,719118.3092,4722461.45,71568.1,LH
..ance\final_DEM\Hoare_Basin.tif,5.4,58.93,19,725396.7793,4794701.697,72240.2,LH
..ance\final_DEM\Hoare_Basin.tif,5.5,59.03,19.1,731639.6308,4867555.436,72853.7,LH
..ance\final_DEM\Hoare_Basin.tif,5.6,59.13,19.2,738021.2611,4941031.158,73475.7,LH
..ance\final_DEM\Hoare_Basin.tif,5.7,59.23,19.3,744616.2924,5015154.741,74123.6,LH
..ance\final_DEM\Hoare_Basin.tif,5.8,59.33,19.4,751310.1778,5089950.87,74796.1,LH
..ance\final_DEM\Hoare_Basin.tif,5.9,59.43,19.5,757742.8283,5165405.823,75455.0,LH
..ance\final_DEM\Hoare_Basin.tif,6,59.53,19.6,764180.1371,5241498.718,76092.9,LH
..ance\final_DEM\Hoare_Basin.tif,6.1,59.63,19.7,770914.4905,5318252.761,76754.0,LH
..ance\final_DEM\Hoare_Basin.tif,6.2,59.73,19.8,777791.7164,5395689.368,77436.6,LH
..ance\final_DEM\Hoare_Basin.tif,6.3,59.83,19.9,784589.5645,5473823.568,78134.2,LH
..ance\final_DEM\Hoare_Basin.tif,6.4,59.93,20,791169.462,5552612.475,78788.9,LH
..ance\final_DEM\Hoare_Basin.tif,6.5,60.03,20.1,797492.2657,5632052.009,79439.5,LH
..ance\final_DEM\Hoare_Basin.tif,6.6,60.13,20.2,803650.7428,5712100.383,80048.4,LH
..ance\final_DEM\Hoare_Basin.tif,6.7,60.23,20.3,809710.4823,5792767.257,80666.9,LH
..ance\final_DEM\Hoare_Basin.tif,6.8,60.33,20.4,815783.8044,5874055.448,81288.2,LH
..ance\final_DEM\Hoare_Basin.tif,6.9,60.43,20.5,821816.4652,5955944.388,81888.9,LH
..ance\final_DEM\Hoare_Basin.tif,7,60.53,20.6,827597.5755,6038428.847,82484.5,LH
..ance\final_DEM\Hoare_Basin.tif,7.1,60.63,20.7,833337.6493,6121465.612,83036.8,LH
..ance\final_DEM\Hoare_Basin.tif,7.2,60.73,20.8,839109.4773,6205076.45,83610.8,LH
..ance\final_DEM\Hoare_Basin.tif,7.3,60.83,20.9,845005.8644,6289265.377,84188.9,LH
..ance\final_DEM\Hoare_Basin.tif,7.4,60.93,21,850874.5501,6374071.575,84806.2,LH
..ance\final_DEM\Hoare_Basin.tif,7.5,61.03,21.1,856823.6005,6459439.103,85367.5,LH
..ance\final_DEM\Hoare_Basin.tif,7.6,61.13,21.2,862836.7164,6545434.816,85995.7,LH
..ance\final_DEM\Hoare_Basin.tif,7.7,61.23,21.3,869116.7627,6632018.07,86583.3,LH
..ance\final_DEM\Hoare_Basin.tif,7.8,61.33,21.4,875921.0446,6719248.293,87230.2,LH
..ance\final_DEM\Hoare_Basin.tif,7.9,61.43,21.5,882995.2418,6807184.755,87936.5,LH
..ance\final_DEM\Hoare_Basin.tif,8,61.53,21.6,890309.3603,6895845.446,88660.7,LH
..ance\final_DEM\Hoare_Basin.tif,8.1,61.63,21.7,897500.9435,6985225.953,89380.5,LH
..ance\final_DEM\Hoare_Basin.tif,8.2,61.73,21.8,904926.4029,7075370.247,90144.3,LH
..ance\final_DEM\Hoare_Basin.tif,8.3,61.83,21.9,912070.7334,7166219.598,90849.4,LH
..ance\final_DEM\Hoare_Basin.tif,8.4,61.93,22,919073.7123,7257776.368,91556.8,LH
..ance\final_DEM\Hoare_Basin.tif,8.5,62.03,22.1,925798.0816,7350009.018,92232.7,LH
..ance\final_DEM\Hoare_Basin.tif,8.6,62.13,22.2,932397.0571,7442929.581,92920.6,LH
..ance\final_DEM\Hoare_Basin.tif,8.7,62.23,22.3,938895.6488,7536485.446,93555.9,LH
..ance\final_DEM\Hoare_Basin.tif,8.8,62.33,22.4,945299.9894,7630705.388,94219.9,LH
..ance\final_DEM\Hoare_Basin.tif,8.9,62.43,22.5,951575.6451,7725556.152,94850.8,LH
..ance\final_DEM\Hoare_Basin.tif,9,62.53,22.6,957923.4847,7821041.602,95485.5,LH
..ance\final_DEM\Hoare_Basin.tif,9.1,62.63,22.7,964321.283,7917160.939,96119.3,LH
..ance\final_DEM\Hoare_Basin.tif,9.2,62.73,22.8,970626.7109,8013908.96,96748.0,LH
..ance\final_DEM\Hoare_Basin.tif,9.3,62.83,22.9,977073.5531,8111287.735,97378.8,LH
..ance\final_DEM\Hoare_Basin.tif,9.4,62.93,23,983777.6822,8209315.634,98027.9,LH
..ance\final_DEM\Hoare_Basin.tif,9.5,63.03,23.1,990530.3906,8308020.533,98704.9,LH
..ance\final_DEM\Hoare_Basin.tif,9.6,63.13,23.2,997559.6124,8407415.901,99395.4,LH
..ance\final_DEM\Hoare_Basin.tif,9.7,63.23,23.3,1005163.962,8507511.603,100095.7,LH
