location_name,date_time,ice.approx,ice.vol,heat_J,heatIce_J,Area_2D,vol,cum_vol,LL,tempV,tempUse,heatTot_J_m2,heatLake_J_m3,heatIce_J_m3,dec.date,yday
East Lake Bonney,1999-11-09,4.206519021739131,13923703.9514,2056428964614140.2,4185465407790840.5,3406542.884,51843228.33788446,51843228.33788446,62.1,3.8600985327551838,3.478022727272727,-624984483.0007724,39666298.38735185,300600000,1999.854794520548,313
East Lake Bonney,2000-10-30,4.0760000000000005,13242896.0961,2058293878465979,3980814566487660,3396508.959,51843228.33788446,51843228.33788446,61.91904761904762,3.668431110297961,3.575431666666667,-566028446.0394032,39702270.56562139,300600000,2000.827868852459,304
East Lake Bonney,2000-11-28,4.300542857142857,13846417.9951,1992320848720606,4162233249327060,3396508.959,51239706.43888446,51239706.43888446,61.90063492063492,3.6338475909698658,3.4299614147909967,-638865501.8431983,38882362.667259276,300600000,2000.9071038251366,333
East Lake Bonney,2001-11-10,4.488914285714286,14404302.4634,2023649123890286.2,4329933320498040,3391635.003,50342171.07468446,50342171.07468446,61.80723860589812,3.615120424092442,3.366517973856209,-679991860.7302314,40197891.36404404,300600000,2001.8575342465754,314
East Lake Bonney,2001-12-05,4.412492795389049,14404302.4634,2051684808625714.5,4329933320498040,3391635.003,50342171.07468446,50342171.07468446,61.80053619302949,3.6689919677363987,3.2622309523809525,-671725734.0065037,40754793.93969649,300600000,2001.9260273972602,339
East Lake Bonney,2001-12-29,4.392435158501441,14264845.4416,2036316158507245,4288012539744960.5,3411414.902,51843228.33788446,51843228.33788446,62.24,3.585412770830212,3.4081858766233766,-660047647.6542388,39278344.03435879,300600000,2001.9917808219177,363
East Lake Bonney,2002-12-11,4.255178571428571,14107766.094600001,2031661034452981.2,4240794488036760.5,3430675.638,53369669.084884465,53369669.084884465,62.6,3.4491866954032595,3.1269567901234567,-643935389.6107911,38067709.04315753,300600000,2002.9424657534246,345
East Lake Bonney,2003-11-19,4.302451253481894,14451324.9952,2070783688138774.2,4344068293557120.5,3435589.006,53369669.084884465,53369669.084884465,62.7,3.479530342638213,3.230576433121019,-661687006.6379372,38800759.37598924,300600000,2003.8821917808218,323
East Lake Bonney,2003-12-13,4.301428571428572,14487094.283300001,2039241182841096.8,4354820541559980.5,3440520.994,53677951.89618446,53677951.89618446,62.80140845070423,3.459359630892144,3.062815349544073,-673031602.7011821,37990294.167427994,300600000,2003.9479452054795,347
East Lake Bonney,2004-11-11,4.362,14487094.283300001,1954744122387462.5,4354820541559980.5,3440520.994,53677951.89618446,53677951.89618446,62.80542372881356,3.3281510529851555,3.0157423780487806,-697590982.1094142,36416145.797962345,300600000,2004.860655737705,316
East Lake Bonney,2004-12-11,4.3840216216216215,14522323.933400001,1963802746162156.5,4365410574380040.5,3445317.052,53987253.95128446,53987253.95128446,62.890410958904106,3.3466012016071485,3.010406344410876,-697064389.7123358,36375303.47319015,300600000,2004.9426229508197,346
East Lake Bonney,2005-11-21,4.0274074074074075,13650563.963200001,1932329341965935.2,4103359527337920.5,3454870.292,55549507.87398446,55549507.87398446,63.1,3.2036320031913754,2.9228229166666666,-628397016.9297416,34785714.86806824,300600000,2005.8876712328768,325
East Lake Bonney,2005-12-15,3.7082962962962966,12727186.045100002,2029463994242712.8,3825792125157060,3459712.946,56818857.086684465,56818857.086684465,63.19857142857143,3.261771272199307,2.9912020958083834,-519213055.8089218,35718141.79835586,300599999.99999994,2005.9534246575342,349
