location_name,date_time,ice.approx,ice.vol,heat_J,heatIce_J,Area_2D,vol,cum_vol,LL,tempV,tempUse,heatTot_J_m2,heatLake_J_m3,heatIce_J_m3,dec.date,yday
East Lake Bonney,2005-12-28,3.6877433628318586,12753720.696700001,1961311105828705,3833768441428020,3464561.738,57138778.60888446,57138778.60888446,63.254285714285714,3.1817252544225045,2.9306076696165193,-540460086.2099906,34325394.30452128,300600000,2005.9890410958903,362
East Lake Bonney,2006-11-25,3.29625,11507375.1346,2089474759189600.2,3459116965460760,3474172.321,59079476.39508446,59079476.39508446,63.48277777777778,3.295868226921854,3.0025558364938894,-394235541.5107689,35367184.79386268,300600000,2006.8986301369864,329
East Lake Bonney,2006-12-21,3.1845098039215687,10852592.231900001,2105051600927777.5,3262289224909140,3474172.321,59734259.29778446,59734259.29778446,63.49,3.3070565670932632,3.033825958702065,-333097358.7540025,35240272.93004123,300600000,2006.9698630136986,355
East Lake Bonney,2007-11-24,3.225,11159957.9025,2078337484939581.5,3354683345491500,3469349.92,59079476.39508446,59079476.39508446,63.35333333333333,3.30138516538915,2.9473360058309037,-367891936.52507627,35178671.37211974,300600000,2007.8958904109588,328
East Lake Bonney,2007-12-14,3.13,10833029.2736,2113139343739659.8,3256408599644160,3469349.92,59406405.02398446,59406405.02398446,63.42,3.370700016874943,2.999413994169096,-329534143.9368273,35570900.863072105,300600000,2007.9506849315069,348
East Lake Bonney,2007-12-29,2.9692857142857143,10194321.352200001,2071066165551441,3064412998471320,3474172.321,60392530.17748446,60392530.17748446,63.47,3.291617385383222,2.9513094555873924,-285923305.2187681,34293416.08084464,300599999.99999994,2007.9917808219177,363
East Lake Bonney,2008-11-23,3.1491071428571424,10813022.910500001,2081637877085414,3250394686896300,3464561.738,59079476.39508446,59079476.39508446,63.319504643962844,3.3576345692782645,2.9838909620991254,-337346221.0217615,35234534.97056739,300599999.99999994,2008.8934426229507,328
East Lake Bonney,2008-12-20,3.0666666666666664,10505174.9998,2095393446806914.5,3157855604939880,3469349.92,59734259.29778446,59734259.29778446,63.391304347826086,3.3957429081595922,3.025278985507246,-306242432.33814985,35078587.588423185,300600000,2008.967213114754,355
East Lake Bonney,2009-11-19,3.28,11258546.488000002,2092395170595657.8,3384319074292800,3493844.248,60722904.43988446,60722904.43988446,63.9,3.296478022428082,2.9421822766570607,-369771464.32233924,34458087.76599486,300599999.99999994,2009.8821917808218,323
East Lake Bonney,2009-12-14,3.17,10927385.5933,2113338595064242.8,3284772109345980,3493844.248,61054065.33458446,61054065.33458446,63.922,3.3280184097716385,2.974172910662824,-335284984.4271985,34614215.83448807,300600000,2009.9506849315069,348
East Lake Bonney,2009-12-31,3.12,10945388.3607,2116601852841765,3290183741226420,3498970.85,61385959.652184464,61385959.652184464,63.955999999999996,3.3384844974947216,2.9904066091954022,-335407735.21581495,34480227.47928881,300600000,2009.9972602739726,365
East Lake Bonney,2010-11-19,3.46,11938817.8354,2116647294008559,3588808641321240,3498970.85,60392530.17748446,60392530.17748446,64.02222222222223,3.3670036008094684,2.983242028985507,-420741243.7610565,35048163.86708844,300600000,2010.8821917808218,323
East Lake Bonney,2010-12-15,3.37,11665679.728500001,2151933356838460.8,3506703326387100,3514814.585,61718556.683484465,61718556.683484465,64.3111111111111,3.3783021008626237,3.0033419540229884,-385445643.51426214,34866877.52395716,300600000,2010.9534246575342,349
East Lake Bonney,2011-11-18,3.525,12055708.194200002,2101994333180692.5,3623945883176520,3529380.53,62385898.266284466,62385898.266284466,64.63614457831325,3.295668636278402,2.936515625,-431223422.0875661,33693420.9748597,300599999.99999994,2011.8794520547945,322
East Lake Bonney,2011-11-26,3.485,12409122.980600001,2120102844564835.2,3730182367968360,3534147.864,62385898.266284466,62385898.266284466,64.66506024096385,3.3188823053096868,2.943208096590909,-455577860.7353495,33983687.07484995,300599999.99999994,2011.9013698630138,330
East Lake Bonney,2011-12-18,3.375,11738626.943500001,2123497249517995.8,3528631259216100,3534147.864,63056394.30338446,63056394.30338446,64.74457831325302,3.2932766883486075,2.942100566572238,-397587781.7708943,33676160.41128473,300600000,2011.9616438356165,352
East Lake Bonney,2012-11-18,3.51,12127598.5603,2124135267597187.2,3645556127226180,3548606.489,63730537.15418446,63730537.15418446,65.03882352941176,3.2568574436456523,2.9390291193181817,-428737552.1476123,33329944.520289037,300600000,2012.879781420765,323
East Lake Bonney,2012-12-16,3.35,11806172.9934,2141756978684118.8,3548935601816040,3553473.167,64407310.037784465,64407310.037784465,65.13764705882353,3.2660412733106012,2.955344192634561,-396000914.3167174,33253321.361001723,300600000,2012.9562841530055,351
East Lake Bonney,2013-11-24,3.7643999999999997,13195113.360900002,2108814566364075.2,3966451076286540,3563317.547,63730537.15418446,63730537.15418446,65.34615384615384,3.1594211530885,2.6918475274725275,-521322190.7450913,33089546.401628178,300599999.99999994,2013.8958904109588,328
East Lake Bonney,2013-12-13,3.715,13232487.806000002,2143208549422955.2,3977685834483600,3573213.133,64407310.037784465,64407310.037784465,65.49230769230769,3.1775808283410734,2.6845532786885244,-513397106.967547,33275858.721093066,300599999.99999994,2013.9479452054795,347
East Lake Bonney,2014-11-19,3.756666666666667,13251147.662500001,2114937640595562.2,3983294987347500,3578233.568,64746473.53808446,64746473.53808446,65.60107238605897,3.159254307952505,2.74567955801105,-522145162.19974655,32664908.60465994,300599999.99999994,2014.8821917808218,323
East Lake Bonney,2014-12-20,3.65,12911496.766600002,2134680362747637.8,3881195928039960,3578233.568,65086124.433984466,65086124.433984466,65.60938337801608,3.213506708335596,2.7854111570247935,-488094343.7877676,32797779.577624116,300599999.99999994,2014.9671232876713,354
East Lake Bonney,2015-11-21,3.885357142857143,13609478.506700002,2179133227928072.8,4091009239114020,3583308.442,64746473.53808446,64746473.53808446,65.69946380697051,3.2554743417494962,2.8170998603351953,-533550500.0844545,33656400.24620471,300599999.99999994,2015.8876712328768,325
East Lake Bonney,2015-12-17,3.6950000000000003,13288532.0033,2188465398469429.2,3994532720191980,3588579.594,65426278.000884466,65426278.000884466,65.77619047619048,3.2620741267209326,2.8258027777777777,-503281946.0775629,33449333.5910052,300600000,2015.958904109589,351
East Lake Bonney,2016-11-19,4.040882352941177,14307499.966400001,2120308525295093.2,4300834489899840,3588579.594,64407310.037784465,64407310.037784465,65.8025974025974,3.243511807382346,2.786964876033058,-607629260.4044571,32920308.6427801,300600000,2016.8825136612022,324
East Lake Bonney,2016-12-21,3.895,13628685.5702,2117468282611854,4096782882402120,3588579.594,65086124.433984466,65086124.433984466,65.84415584415585,3.21838548014176,2.7814773972602738,-551559342.0582399,32533328.739823174,300600000,2016.9699453551912,356
East Lake Bonney,2017-11-22,3.9700867052023123,13968336.466100002,2119383424184889.8,4198881941709660,3588579.594,64746473.53808446,64746473.53808446,65.8,3.183550240904394,2.6653455284552847,-579476771.534239,32733573.094730005,300599999.99999994,2017.890410958904,326
East Lake Bonney,2017-12-18,3.99,13968336.466100002,2116042102078377,4198881941709660,3588579.594,64713803.01252,64746473.53808446,65.8,3.2119797058143646,2.6865338753387533,-580407870.321096,32681966.85389671,300599999.99999994,2017.9616438356165,352
East Lake Bonney,2018-11-20,4.18,14646158.253400002,2110555647554673.2,4402635170972040,3588579.594,64035981.22522,64068651.750784464,65.8,3.1415768005255336,2.615042438692098,-638714974.3730519,32942095.54720076,300599999.99999994,2018.8849315068494,324
East Lake Bonney,2018-12-22,3.9793750000000006,13968336.466100002,2087235768417341,4198881941709660,3588579.594,64713803.01252,64746473.53808446,65.83870967741936,3.106977521812921,2.618068563685637,-588435094.7162853,32237057.160952713,300599999.99999994,2018.972602739726,356
East Lake Bonney,2021-12-16,3.720862068965517,13326018.238000002,2060809459411576,4005801082342800,3599006.407,66075403.253920004,66108073.779484466,65.96206896551725,3.0267285192868325,2.583367292225201,-540424606.9549228,31173339.98091945,300599999.99999994,2021.9561643835616,350
East Lake Bonney,2022-11-29,3.52,12642305.503,2088962159983981.2,3800277034201800,3599006.407,66759115.98892,66791786.514484465,66.00185185185185,3.10929089194143,2.62386,-475496478.9418945,31275734.1732575,300600000,2022.9095890410958,333
East Lake Bonney,2022-12-19,3.184772727272727,11269045.838000001,2051321309179164,3387475178902800,3599006.407,68132375.65392001,68165046.17948446,66.03888888888889,2.9161117018510105,2.526411609498681,-371256318.7230903,30093448.536334265,300599999.99999994,2022.964383561644,353
East Lake Bonney,2023-11-22,3.3,11596756.1973,2092410413299259,3485984912908380,3593813.726,67444764.65392001,67477435.17948446,65.9,3.0778979859073607,2.653046419098143,-387770375.94550085,31009038.914025385,300600000,2023.890410958904,326
Lake Fryxell,1995-10-15,4.1452028639618135,25705080.219100002,218559865283139.44,7726947113861460,7104786.76,26357788.38038,29084742.18591644,17.36379781420765,1.8485104604476712,2.2135694444444445,-1056806840.5445459,7514588.366850699,300600000,1995.786301369863,288
Lake Fryxell,1995-12-28,4.113589498806682,25705080.219100002,239279914399889.84,7726947113861460,7104786.76,26357788.38038,29084742.18591644,17.353688524590165,2.0397649609153437,2.3297268518518517,-1053890489.9464668,8226991.075607855,300600000,1995.9890410958903,362
Lake Fryxell,1996-11-09,3.89,23929929.8863,215471125608921.9,7193336923821780,7066350.548,27422460.037180003,30149413.84271644,17.310382513661203,1.752293471023861,2.104250826446281,-987478012.9875971,7146776.60842736,300600000,1996.8551912568305,314
Lake Fryxell,1996-11-20,4.065,24994601.543100003,216040757999863.62,7513377223855860,7066350.548,26357788.38038,29084742.18591644,17.308879781420764,1.8261848743010487,2.1635555555555555,-1032688148.7533013,7427975.693196138,300599999.99999994,1996.8852459016393,325
Lake Fryxell,1997-11-19,3.631,22684905.0071,186665344118348.5,6819082445134260,7028637.373,27960849.861580003,30687803.66711644,17.2,1.458238936502757,1.883400900900901,-943627725.9791294,6082720.8797079865,300600000,1997.8821917808218,323
Lake Fryxell,1998-10-29,4.322617502458211,26356287.244000003,160701187447885.8,7922699945546401,7028637.373,24289467.62468,27016421.43021644,17.2,1.4217044777612526,1.7880432692307693,-1104339055.5210133,5948278.0820168145,300600000,1998.8246575342466,302
Lake Fryxell,1998-11-24,4.34907677356657,26356287.244000003,156423462359761.72,7922699945546401,7028637.373,24289467.62468,27016421.43021644,17.2,1.383046473603737,1.7495240384615385,-1104947669.233901,5789940.120818901,300600000,1998.8958904109588,328
Lake Fryxell,1998-12-21,4.400767735665696,26857295.225300003,166118407864532.8,8073302944725181,7028637.373,23788459.64338,26515413.44891644,17.2,1.5057281560328832,1.8359466019417476,-1124995374.9549696,6264975.207140181,300600000,1998.9698630136986,355
Lake Fryxell,1999-10-31,4.988833333333333,29192042.7437,157720588237298.2,8775128048756221,7028637.373,21453712.124980003,24180665.93051644,17.2,1.5754243011517184,1.8282857142857143,-1226042403.840902,6522590.762823117,300600000,1999.8301369863013,304
Lake Fryxell,1999-12-24,4.665,27593237.164300002,138889449474106.98,8294527091588581,6990987.794,22349653.96708,25076607.77261644,17.143243243243244,1.330175184973953,1.6363,-1166593031.261481,5538605.968299019,300600000,1999.978082191781,358
Lake Fryxell,2000-12-04,4.515162138475022,26653202.7824,128422944497219.47,8011952756389441,6912865.189,21895353.04848,24622306.854016438,16.899186991869918,1.233553556757171,1.5338888888888889,-1140414227.1480684,5215715.377873737,300600000,2000.9234972677596,339
Lake Fryxell,2001-10-26,5.07925925925926,28407189.8383,120227401088497.61,8539201265392981,6872099.966,19450079.47368,22177033.27921644,16.810840108401084,1.2799748789681142,1.5451505376344086,-1225094789.9416053,5421257.188677741,300600000,2001.8164383561643,299
Lake Fryxell,2001-11-25,4.91375,28034402.955900002,117661549374301.72,8427141528543541,6872099.966,19822866.35608,22549820.161616437,16.80271002710027,1.22832494818887,1.501531914893617,-1209161685.6973467,5217848.680433441,300600000,2001.8986301369864,329
Lake Fryxell,2001-12-20,4.901460036330609,27938670.092200004,131910298131052.19,8398364229715321,6912865.189,20609885.73868,23336839.54421644,16.925,1.3367793334513638,1.5828333333333333,-1195807195.0742145,5652449.119390011,300600000,2001.9671232876713,354
Lake Fryxell,2002-10-31,4.746606494096276,28535534.625600003,130813993374899.8,8577781708455361,7066350.548,22816855.29788,25543809.10341644,17.303367003367004,1.2227035400271409,1.477128712871287,-1195379093.8762894,5121162.346824916,300600000,2002.8301369863013,304
Lake Fryxell,2002-11-30,4.735855327468231,28766060.2692,126873329427999.72,8647077716921521,7104786.76,23296808.330280002,26023762.13581644,17.374074074074073,1.1661318902838536,1.434593137254902,-1199220282.790517,4875287.7760661775,300600000,2002.9123287671232,334
Lake Fryxell,2003-11-04,5.021153846153846,29898677.7985,131361903567502.27,8987542546229101,7066350.548,21453712.124980003,24180665.93051644,17.313402061855673,1.3085950790080587,1.5228877551020408,-1253289174.164757,5432518.026797648,300600000,2003.841095890411,308
Lake Fryxell,2003-11-30,5.050963855421687,29898677.7985,137108616169512.19,8987542546229101,7066350.548,21453712.124980003,24180665.93051644,17.32,1.368853790932488,1.5681275510204082,-1252475923.7375424,5670175.360905947,300600000,2003.9123287671232,334
Lake Fryxell,2004-10-30,5.347625329815303,31143238.6631,128350485600421.62,9361657542127860,7066350.548,20209151.26038,22936105.065916438,17.3072131147541,1.3566515613073569,1.549536842105263,-1306658506.934779,5596001.815981969,300600000,2004.827868852459,304
Lake Fryxell,2004-12-02,5.321503957783641,30742504.184800003,135045412813956.3,9241196757950880,7066350.548,20609885.73868,23336839.54421644,17.326190476190476,1.4031035835565242,1.5881354166666666,-1288663969.2272627,5786790.990188925,300600000,2004.9180327868853,337
Lake Fryxell,2004-12-29,5.300131926121372,31452982.8608,137081437555332.84,9454766647956480,7104786.76,20609885.73868,23336839.54421644,17.39047619047619,1.4359984718704073,1.6136666666666666,-1311465850.4404075,5874036.083403834,300600000,2004.9918032786886,364
Lake Fryxell,2005-11-12,5.23,31037991.550800003,124670462673434.2,9330020260170480,7104786.76,21024877.04868,23751830.854216438,17.4,1.2719526843578095,1.4928939617083947,-1295654621.0961926,5248878.010231478,300599999.99999994,2005.86301369863,316
Lake Fryxell,2005-12-07,5.211944444444445,30609156.4745,133663995730605.72,9201112436234700,7104786.76,21453712.124980003,24180665.93051644,17.43125,1.3422673768958824,1.5532551020408163,-1276244980.5747716,5527721.863189852,300600000,2005.9315068493152,341
Lake Fryxell,2005-12-26,5.198222222222222,31323491.868800003,136031432945548.06,9415841655761280,7143353.943,21453712.124980003,24180665.93051644,17.4609375,1.3824629810384585,1.583960641399417,-1299083077.3420255,5625628.067334321,300600000,2005.9835616438356,360
Lake Fryxell,2006-11-11,4.877692307692308,29246013.3016,157059710386882.56,8791351598460961,7104786.76,22816855.29788,25543809.10341644,17.401993355481725,1.5014811243827701,1.7005990099009902,-1215278118.786788,6148640.938828348,300600000,2006.8602739726027,315
Lake Fryxell,2006-12-11,4.638290598290598,28274408.956100002,165167453573111.9,8499287332203661,7104786.76,23788459.64338,26515413.44891644,17.436363636363634,1.5152503684942065,1.724728155339806,-1173028855.074399,6229110.999582076,300600000,2006.9424657534246,345
Lake Fryxell,2007-11-12,4.377692307692308,26750472.2811,178618435147685.72,8041191967698661,7104786.76,25312396.318380002,28039350.12391644,17.400675675675675,1.557262185410176,1.7884528301886793,-1106658623.0029197,6370277.283828036,300600000,2007.86301369863,316
Lake Fryxell,2007-12-06,4.109999999999999,25174995.714,211513530641497.7,7567603711628400,7104786.76,26887872.88548,29614826.69101644,17.444,1.7532569359522108,1.941651376146789,-1035371001.1962277,7142149.8713568235,300600000,2007.9287671232876,340
Lake Fryxell,2007-12-28,3.6975,23729347.6644,221610640926174.12,7133041907918640,7143353.943,29047856.329380002,31774810.13491644,17.488,1.7123277073176986,1.9459734513274336,-967533083.498571,6974412.749760304,300600000,2007.9890410958903,362
Lake Fryxell,2008-11-13,4.078225806451613,25174995.714,229709758387465.4,7567603711628400,7104786.76,26887872.88548,29614826.69101644,17.424999999999997,1.9134220535668418,2.097071100917431,-1032809878.904928,7756579.52633392,300600000,2008.8661202185792,318
Lake Fryxell,2008-12-14,3.9427777777777777,24992690.238,262532101664640.34,7512802685542800,7181960.657,28502709.821480002,31229663.62701644,17.58,2.077214807395991,2.2382433035714286,-1009511320.1172414,8406497.89892475,300600000,2008.950819672131,349
Lake Fryxell,2008-12-30,3.645,23515481.559,281962744477103.7,7068753756635400,7220088.134,30701927.31388,33428881.119416438,17.66,2.0858789533433018,2.276821120689655,-939987280.7921456,8434704.8131782,300600000,2008.9945355191257,365
Lake Fryxell,2009-11-07,3.7166666666666663,24069863.9967,260214942767376,7235401117408020,7220088.134,30147544.87618,32874498.68171644,17.702405498281788,1.955341369450192,2.189939130434783,-966080475.08366394,7915404.133967761,300600000,2009.849315068493,311
Lake Fryxell,2009-12-08,3.64,23515481.559,283867492950717.4,7068753756635400,7220088.134,30701927.31388,33428881.119416438,17.7,2.1039645308062203,2.300530172413793,-939723468.4344206,8491683.940502547,300600000,2009.9342465753425,342
