location_name,date_time,ice.approx,ice.vol,Area_2D,vol,cum_vol,LL,tempV,tempUse
East Lake Bonney,2002-12-11,4.255178571428571,14107766.094599998,3430675.638,53369669.08488443,53369669.08488448,62.6,3.4491866954032617,3.1269567901234567
East Lake Bonney,2003-11-19,4.302451253481894,14451324.995199997,3435589.006,53369669.084884435,53369669.08488448,62.7,3.479530342638212,3.230576433121019
East Lake Bonney,2003-12-13,4.301428571428572,14487094.2833,3440520.994,53677951.896184415,53677951.89618448,62.80140845070423,3.459359630892143,3.062815349544073
East Lake Bonney,2004-11-11,4.362,14487094.2833,3440520.994,53677951.89618442,53677951.89618448,62.80542372881356,3.328151052985155,3.0157423780487806
East Lake Bonney,2004-12-11,4.3840216216216215,14522323.9334,3445317.052,53987253.95128442,53987253.95128448,62.890410958904106,3.3466012016071547,3.010406344410876
East Lake Bonney,2005-11-21,4.0274074074074075,13650563.9632,3454870.292,55549507.87398441,55549507.873984486,63.1,3.203632003191375,2.922822916666667
East Lake Bonney,2005-12-15,3.7082962962962966,12727186.045100002,3459712.946,56818857.08668441,56818857.08668448,63.19857142857143,3.2617712721993093,2.991202095808383
East Lake Bonney,2005-12-28,3.6877433628318586,12753720.696700003,3464561.738,57138778.60888442,57138778.60888448,63.254285714285714,3.18172525442251,2.930607669616519
East Lake Bonney,2006-11-25,3.29625,11507375.134600004,3474172.321,59079476.3950844,59079476.39508448,63.48277777777778,3.2958682269218573,3.00255583649389
East Lake Bonney,2006-12-21,3.1845098039215687,10852592.231900003,3474172.321,59734259.2977844,59734259.29778448,63.49,3.3070565670932695,3.033825958702065
East Lake Bonney,2007-11-24,3.225,11159957.902500004,3469349.92,59079476.3950844,59079476.39508448,63.35333333333333,3.301385165389156,2.9473360058309037
East Lake Bonney,2007-12-14,3.13,10833029.273600003,3469349.92,59406405.023984395,59406405.02398448,63.42,3.3707000168749466,2.9994139941690965
East Lake Bonney,2007-12-29,2.9692857142857143,10194321.352200003,3474172.321,60392530.1774844,60392530.17748448,63.47,3.291617385383222,2.9513094555873933
East Lake Bonney,2008-11-23,3.1491071428571424,10813022.910500003,3464561.738,59079476.3950844,59079476.39508448,63.319504643962844,3.357634569278272,2.9838909620991254
East Lake Bonney,2008-12-20,3.0666666666666664,10505174.999800002,3469349.92,59734259.297784396,59734259.29778448,63.391304347826086,3.395742908159594,3.0252789855072466
