location_name,date_time,ice.approx,ice.vol,Area_2D,vol,cum_vol,LL,tempV,tempUse
West Lake Bonney,2001-12-05,4.050539083557951,3948352.7758400002,1019905.011,16224399.362582799,16224399.362582803,61.80053619302949,0.07041897579262207,-1.0198052959501551
West Lake Bonney,2001-12-29,4.042129380053908,3994060.573860001,1032117.89,16589674.5199628,16589674.519962804,62.24,0.019682584159615792,-0.8632103559870549
West Lake Bonney,2002-11-14,3.93,3947747.2890800005,1044976.141,17048976.626117393,17052049.523342803,62.6,-0.051252346503755875,-1.1202620717561378
West Lake Bonney,2003-11-19,3.7919047619047617,3771994.0190500002,1048190.703,17332621.863672785,17332621.863672804,62.7,-0.15578405174031168,-1.1498915662650608
West Lake Bonney,2003-12-13,3.640833333333333,3688774.9278000006,1051405.266,17520981.481522787,17520981.481522802,62.80140845070423,-0.07167640067001073,-1.0637387387387385
West Lake Bonney,2004-11-13,3.66,3688774.9278000006,1051405.266,17520981.481522787,17520981.481522802,62.80406779661017,-0.1692373078724613,-1.1663426042983578
West Lake Bonney,2004-12-13,3.2148387096774194,3318598.0743900007,1054619.829,17993547.4206074,17996620.3178328,62.8986301369863,-0.08464635039502699,-1.1120581171950057
West Lake Bonney,2005-11-23,3.5837300275482096,3626158.7223200006,1061048.954,17900948.004402798,17900948.0044028,63.104285714285716,-0.12376196264082207,-1.0930626822157439
West Lake Bonney,2005-12-18,3.5803553719008265,3637000.85109,1065144.422,17996620.317832798,17996620.3178328,63.21142857142857,-0.06730056917265008,-1.0339116568914954
West Lake Bonney,2005-12-29,3.578870523415978,3743924.84009,1069239.89,17993547.4206074,17996620.3178328,63.25857142857143,-0.07864328111796891,-1.1177308357348692
West Lake Bonney,2006-11-22,3.5035000000000003,3670350.87972,1077430.826,18285270.896602802,18285270.896602802,63.481944444444444,-0.21108069717333305,-1.197634782608696
West Lake Bonney,2006-12-18,3.43,3573589.47397,1077430.826,18382032.302352797,18382032.3023528,63.48916666666667,-0.11071813272078516,-1.1171718840579714
West Lake Bonney,2007-11-26,3.2986363636363634,3465846.391370001,1073335.358,18378959.4051274,18382032.3023528,63.36,-0.1484065834832973,-1.1983380816714149
West Lake Bonney,2007-12-16,3.285,3368812.7125400007,1073335.358,18475993.0839574,18479065.981182802,63.42666666666666,-0.08083076618577026,-1.1449673295454534
West Lake Bonney,2008-11-26,3.36,3455274.26132,1069239.89,18282197.999377403,18285270.896602802,63.316718266253865,0.017226881319737812,-1.0768671428571432
West Lake Bonney,2008-12-23,3.19,3271493.3122000005,1073335.358,18573312.484297402,18576385.3815228,63.43695652173913,0.10146645395969989,-1.0095630311614723
West Lake Bonney,2009-11-22,3.294074074074074,3422169.37677,1093812.698,18968520.197952792,18968520.197952803,63.9,0.043853530143714826,-0.963548132183908
West Lake Bonney,2009-12-17,3.0949999999999998,3224387.6395,1093812.698,19163229.037997387,19166301.9352228,63.928,0.14645770569682492,-0.9689700557103064
West Lake Bonney,2010-11-22,3.3942592592592593,3642160.55677,1102003.634,18965447.300727393,18968520.197952803,64.05555555555556,0.1851378750952179,-0.9586974789915969
West Lake Bonney,2010-12-17,3.26,3467900.5264100004,1115640.99,19362153.66128739,19365226.558512803,64.33333333333333,0.2595527942854306,-0.9036481994459832
West Lake Bonney,2011-11-21,3.345,3506111.517,1136097.025,19662726.174697388,19665799.0719228,64.64698795180722,0.19997407448209145,-0.921624313186812
West Lake Bonney,2011-11-26,3.324074074074074,3620403.0873,1142915.703,19662726.174697388,19665799.0719228,64.66506024096385,0.21391263831339286,-0.9079835164835169
West Lake Bonney,2011-12-21,3.1565789473684207,3533495.1305000004,1149734.381,19864607.56959739,19867680.4668228,64.75542168674698,0.28041528646450625,-0.8783463114754094
West Lake Bonney,2012-11-21,3.2954999999999997,3562575.8421000005,1165065.762,20067688.740097385,20070761.6373228,65.04941176470588,0.35922728683325367,-0.8032690217391317
West Lake Bonney,2012-12-18,3.075,3373062.3537999997,1173578.465,20374560.074897386,20377632.972122796,65.14470588235294,0.43502464719523865,-0.7337553908355801
West Lake Bonney,2013-11-21,3.3944,3713951.7615,1197467.304,20271969.686097387,20275042.583322797,65.32307692307693,0.24257247501632265,-0.8876358108108103
West Lake Bonney,2013-12-14,3.215,3648336.0378,1221356.144,20580662.196597386,20583735.093822796,65.5,0.2266597400826699,-0.9147882037533516
West Lake Bonney,2014-11-22,3.1783333333333337,3564278.1474999995,1233300.564,20788050.14329739,20791123.040522795,65.60187667560321,0.27533375624751627,-0.8576059999999993
West Lake Bonney,2014-12-23,3.075,3460101.9896999993,1233300.564,20892226.301097393,20895299.198322795,65.61018766756031,0.38429723071119987,-0.7883317819148931
West Lake Bonney,2015-11-24,3.225,3688802.6457999996,1245244.983,20788050.14329739,20791123.040522795,65.7031746031746,0.3923872812659099,-0.7970766666666663
West Lake Bonney,2015-12-20,3.02,3501028.7438999997,1257189.403,21101542.98549739,21104615.8827228,65.78571428571429,0.46986267414360244,-0.7425667989417997
West Lake Bonney,2016-11-23,3.496363636363636,3918376.2875999995,1257189.403,20684195.441797387,20687268.339022797,65.8077922077922,0.3525388590018581,-0.8303081550802147
West Lake Bonney,2016-12-23,3.3600000000000003,3814521.5860999995,1257189.403,20788050.14329739,20791123.040522795,65.84675324675325,0.40055027486680067,-0.7864826666666669
West Lake Bonney,2017-11-25,3.5294594594594595,4021909.532799999,1257189.403,20580662.196597386,20583735.093822796,65.8,0.25853252188551895,-0.8927071045576384
West Lake Bonney,2017-12-21,3.41,3918376.2875999995,1257189.403,20684195.441797387,20687268.339022797,65.8,0.29759070204265564,-0.8654378342245985
West Lake Bonney,2018-11-23,3.495980392156863,3918376.2875999995,1257189.403,20684195.441797387,20687268.339022797,65.8,0.10541287368234341,-1.0140997326203212
West Lake Bonney,2018-12-22,3.2646666666666664,3710345.4282999993,1257189.403,20892226.301097393,20895299.198322795,65.83870967741936,0.1782102005269555,-0.9481490026595739
West Lake Bonney,2019-11-24,3.3769135802469132,3792657.3472999996,1245244.983,20684195.441797387,20687268.339022797,65.73896103896104,0.14844109815532586,-0.9327205882352952
West Lake Bonney,2019-12-18,3.2724,3710345.4282999993,1257189.403,20892226.301097393,20895299.198322795,65.8012987012987,0.17414866799944845,-0.9126994680851062
West Lake Bonney,2021-12-11,3.1530645161290325,3627942.1262000003,1269133.823,21101542.98549739,21104615.8827228,65.91034482758621,0.0270144630792785,-1.0360112433862427
West Lake Bonney,2022-11-24,2.9467391304347825,3439664.0017999997,1281078.242,21417928.93409739,21421001.8313228,66.00260586319219,0.10035982922395159,-0.9632040682414688
West Lake Bonney,2022-12-17,2.828071216617211,3227044.6642,1281078.242,21630548.27169739,21633621.1689228,66.03518518518518,0.1494339511191502,-0.9395757180156663
West Lake Bonney,2023-11-19,2.91,3417339.6167,1269133.823,21312145.49499739,21315218.3922228,65.90066006600661,0.31881299457345036,-0.8050250000000001
