location_name,date_time,ice.approx,heat_J,heatIce_J,Area_2D,vol,LL,tempV,tempUse,heatTot_J_m2,dec.date,yday
West Lake Bonney,2001-12-05,-4.050539083557951,291484336395467.75,1156216499786844,1016905.572,16221326.4653574,61.80053619302949,0.029931915110226297,-1.1132606707317074,-850356402.0115097,2001.9260273972602,339
West Lake Bonney,2003-11-19,-3.7919047619047617,274148041955913.66,1102352789594250.1,1044976.141,17329548.9664474,62.7,-0.1810992543145737,-1.231970588235294,-792558523.7245494,2003.8821917808218,323
West Lake Bonney,2003-12-13,-3.640833333333333,275702508114042.56,1077240501000720.1,1048190.703,17517908.5842974,62.80140845070423,-0.0812874313947347,-1.1474912280701755,-764687180.1024528,2003.9479452054795,347
West Lake Bonney,2004-11-13,-3.66,263123593678495.8,1077240501000720.1,1048190.703,17517908.5842974,62.80406779661017,-0.16593158213553832,-1.1827897660818714,-776687777.3215895,2004.8661202185792,318
West Lake Bonney,2004-12-13,-3.2148387096774194,264343933838624.53,965868709101894.1,1051405.266,17993547.420607403,62.8986301369863,-0.07196615803446789,-1.094391450528338,-667225852.8171283,2004.948087431694,348
West Lake Bonney,2005-11-23,-3.5837300275482096,260770979518549.3,1058128180372152.1,1057834.391,17897875.107177403,63.104285714285716,-0.09610839886895363,-1.0850953757225434,-753763734.3212476,2005.8931506849315,327
West Lake Bonney,2006-11-22,-3.5035000000000003,270244737180609.6,1070919903814272.1,1073335.358,18282197.9993774,63.481944444444444,-0.22867847263695587,-1.2406622448979592,-745969244.9949669,2006.890410958904,326
West Lake Bonney,2007-11-26,-3.2986363636363634,269181539274598.2,945409371965622.1,1061048.954,18378959.405127402,63.36,-0.1651846999179751,-1.1963165954415955,-637320106.8072718,2007.9013698630138,330
West Lake Bonney,2007-12-16,-3.285,274826090752867.03,980400640528044.1,1069239.89,18475993.0839574,63.42666666666666,-0.09121497599161414,-1.140169981060606,-659884237.7412399,2007.9561643835616,350
West Lake Bonney,2008-11-26,-3.36,282515632899872.4,1006514091859392.1,1065144.422,18282197.9993774,63.316718266253865,-0.008257926721435079,-1.0813914285714286,-679718584.640459,2008.9016393442623,331
West Lake Bonney,2009-11-22,-3.294074074074074,288923376230334,995824104955182.1,1089717.23,18965447.3007274,63.9,0.041331779662184126,-1.0360539215686275,-648701065.9864928,2009.890410958904,326
West Lake Bonney,2010-11-22,-3.3942592592592593,300505819657338.9,1061707234127022.1,1097908.166,18965447.3007274,64.05555555555556,0.17465345815114816,-0.9520609243697479,-693319749.3584206,2010.890410958904,326
West Lake Bonney,2011-11-21,-3.345,298709631361325.8,1019786045438700,1129278.347,19662726.174697403,64.64698795180722,0.21105364335591356,-0.8997918956043955,-638528504.5028621,2011.8876712328768,325
West Lake Bonney,2011-11-26,-3.324074074074074,299626237537324.25,1053937122010200,1136097.025,19662726.174697403,64.66506024096385,0.2274818566883196,-0.884628434065934,-663949352.8053873,2011.9013698630138,330
West Lake Bonney,2012-11-21,-3.2954999999999997,313050215768372.94,1070910298135260,1165065.762,20067688.7400974,65.04941176470588,0.36808237544622147,-0.7806039402173913,-650486957.118981,2012.8879781420765,326
West Lake Bonney,2013-11-21,-3.3944,301309951368559.1,1080418032348660,1185522.885,20271969.686097402,65.32307692307693,0.25884852311807355,-0.8600385135135136,-657185188.7786214,2013.8876712328768,325
West Lake Bonney,2013-12-14,-3.215,305375565160103.1,1059975847274040,1209411.724,20580662.1965974,65.5,0.2432823397676562,-0.8874121983914209,-623939942.9816813,2013.9506849315069,348
West Lake Bonney,2014-11-22,-3.1783333333333337,304224402758460.75,1034348996184660,1221356.144,20788050.1432974,65.60187667560321,0.2916797733708318,-0.8290682222222222,-597798272.8567656,2014.890410958904,326
West Lake Bonney,2015-11-24,-3.225,315901077106630,1071422011138500,1233300.564,20788050.1432974,65.7031746031746,0.4061926032565059,-0.7713573333333333,-612600817.7450813,2015.8958904109588,328
West Lake Bonney,2016-11-23,-3.496363636363636,310688289410698.3,1140072798598380,1245244.983,20684195.4417974,65.8077922077922,0.363739038397666,-0.8097332887700535,-666041237.2749,2016.8934426229507,328
West Lake Bonney,2017-11-25,-3.5294594594594595,300955926119535.06,1171194892105500,1245244.983,20580662.1965974,65.8,0.2618630902285812,-0.8763505361930295,-698849606.1950928,2017.8986301369864,329
West Lake Bonney,2018-11-23,-3.495980392156863,289369359958465.06,1102640734409400,1233300.564,20684195.4417974,65.8,0.11429016880631487,-0.9966290106951872,-659426743.3181317,2018.8931506849315,327
West Lake Bonney,2019-11-24,-3.3769135802469132,284809115701501.6,1140072798598380,1245244.983,20684195.4417974,65.73896103896104,0.18883855446713546,-0.8739792780748663,-686823632.7573129,2019.8958904109588,328
West Lake Bonney,2021-12-11,-3.1530645161290325,283025497212552.4,1052409240416340,1257189.403,21101542.9854974,65.91034482758621,0.060281487552928004,-0.9820112433862433,-611987136.8370003,2021.9424657534246,345
West Lake Bonney,2022-11-24,-2.9467391304347825,280949709581072.4,995453786986560,1269133.823,21417928.9340974,66.00260586319219,0.1374347873828842,-0.9066312335958006,-562985608.3391826,2022.8958904109588,328
West Lake Bonney,2023-11-19,-2.91,305669368678385.2,989102126060640,1257189.403,21312145.4949974,65.90066006600661,0.3681264796386315,-0.7415061842105263,-543619565.7960496,2023.8821917808218,323
