specCond,pred,location_name
39.800000000000004,31.775395971090997,West Lake Bonney
39.900000000000006,31.89606442213164,West Lake Bonney
40,32.01700314269901,West Lake Bonney
40.1,32.13821247333586,West Lake Bonney
40.2,32.2596927545849,West Lake Bonney
40.300000000000004,32.38144432698878,West Lake Bonney
40.400000000000006,32.50346753109027,West Lake Bonney
40.5,32.62576270743209,West Lake Bonney
40.6,32.74833019655693,West Lake Bonney
40.7,32.87117033900753,West Lake Bonney
40.800000000000004,32.99428347532656,West Lake Bonney
40.900000000000006,33.11766994605676,West Lake Bonney
41,33.24133009174086,West Lake Bonney
41.1,33.36526425292156,West Lake Bonney
41.2,33.48947277014159,West Lake Bonney
41.300000000000004,33.61395598394365,West Lake Bonney
41.400000000000006,33.73871423487043,West Lake Bonney
41.5,33.863747863464674,West Lake Bonney
41.6,33.98905721026909,West Lake Bonney
41.7,34.11464261582641,West Lake Bonney
41.800000000000004,34.240504420679315,West Lake Bonney
41.900000000000006,34.36664296537056,West Lake Bonney
42,34.493058590442814,West Lake Bonney
42.1,34.619751636438835,West Lake Bonney
42.2,34.746722443901305,West Lake Bonney
42.300000000000004,34.873971353372944,West Lake Bonney
42.400000000000006,35.00149870539649,West Lake Bonney
42.5,35.12930484051462,West Lake Bonney
42.6,35.25739009927009,West Lake Bonney
42.7,35.38575482220557,West Lake Bonney
42.800000000000004,35.514399349863815,West Lake Bonney
42.900000000000006,35.64332402278751,West Lake Bonney
43,35.7725291815194,West Lake Bonney
43.1,35.90201516660216,West Lake Bonney
43.2,36.031782318578564,West Lake Bonney
43.300000000000004,36.161830977991265,West Lake Bonney
43.400000000000006,36.292161485383005,West Lake Bonney
43.5,36.422774181296475,West Lake Bonney
43.6,36.55366940627443,West Lake Bonney
43.7,36.684847500859554,West Lake Bonney
43.800000000000004,36.81630880559459,West Lake Bonney
43.900000000000006,36.948053661022215,West Lake Bonney
44,37.08008240768516,West Lake Bonney
44.1,37.21239538612615,West Lake Bonney
44.2,37.344992936887884,West Lake Bonney
44.300000000000004,37.477875400513106,West Lake Bonney
44.400000000000006,37.61104311754448,West Lake Bonney
44.5,37.744496428524755,West Lake Bonney
44.6,37.87823567399666,West Lake Bonney
44.7,38.01226119450288,West Lake Bonney
44.800000000000004,38.146573330586136,West Lake Bonney
44.900000000000006,38.28117242278914,West Lake Bonney
45,38.41605881165461,West Lake Bonney
45.1,38.55123283415012,West Lake Bonney
45.2,38.68669481111196,West Lake Bonney
45.300000000000004,38.822445058828905,West Lake Bonney
45.400000000000006,38.95848389358947,West Lake Bonney
45.5,39.09481163168215,West Lake Bonney
45.6,39.231428589395406,West Lake Bonney
45.7,39.368335083017826,West Lake Bonney
45.800000000000004,39.505531428837806,West Lake Bonney
45.900000000000006,39.643017943143924,West Lake Bonney
46,39.780794942224645,West Lake Bonney
46.1,39.918862742368475,West Lake Bonney
46.2,40.05722165775133,West Lake Bonney
46.300000000000004,40.19587198736041,West Lake Bonney
46.400000000000006,40.33481402353835,West Lake Bonney
46.5,40.47404805859962,West Lake Bonney
46.6,40.613574384858836,West Lake Bonney
46.7,40.753393294630484,West Lake Bonney
46.800000000000004,40.89350508022916,West Lake Bonney
46.900000000000006,41.03391003396938,West Lake Bonney
47,41.17460844816566,West Lake Bonney
47.1,41.315600615132624,West Lake Bonney
47.2,41.45688682718474,West Lake Bonney
47.300000000000004,41.598467376636606,West Lake Bonney
47.400000000000006,41.74034255580274,West Lake Bonney
47.5,41.8825126569977,West Lake Bonney
47.6,42.02497797253601,West Lake Bonney
47.7,42.167738794732244,West Lake Bonney
47.800000000000004,42.310795415900934,West Lake Bonney
47.900000000000006,42.45414812835662,West Lake Bonney
48,42.59779722441386,West Lake Bonney
48.1,42.74174299638718,West Lake Bonney
48.2,42.88598573659115,West Lake Bonney
48.300000000000004,43.0305257373403,West Lake Bonney
48.400000000000006,43.17536329094916,West Lake Bonney
48.5,43.320498689732304,West Lake Bonney
48.6,43.465932226004256,West Lake Bonney
48.7,43.61166419207958,West Lake Bonney
48.800000000000004,43.75769488027282,West Lake Bonney
48.900000000000006,43.9040245828985,West Lake Bonney
49,44.050653592271175,West Lake Bonney
49.1,44.19758220070542,West Lake Bonney
49.2,44.34481070051572,West Lake Bonney
49.300000000000004,44.49233938401666,West Lake Bonney
49.400000000000006,44.64016854352279,West Lake Bonney
49.5,44.78829847134864,West Lake Bonney
49.6,44.93672945980878,West Lake Bonney
49.7,45.08546180121771,West Lake Bonney
49.800000000000004,45.234495787890005,West Lake Bonney
49.900000000000006,45.38383171214021,West Lake Bonney
50,45.53346986628286,West Lake Bonney
50.1,45.6834105426325,West Lake Bonney
50.2,45.83365403350371,West Lake Bonney
50.300000000000004,45.98420063121097,West Lake Bonney
50.400000000000006,46.135050628068846,West Lake Bonney
50.5,46.28620431639193,West Lake Bonney
50.6,46.43766198849475,West Lake Bonney
50.7,46.5894239366918,West Lake Bonney
50.800000000000004,46.74149045329769,West Lake Bonney
50.900000000000006,46.89386183062694,West Lake Bonney
51,47.04653836099408,West Lake Bonney
51.1,47.199520336713675,West Lake Bonney
51.2,47.352808050100265,West Lake Bonney
51.300000000000004,47.50640179346838,West Lake Bonney
51.400000000000006,47.66030185895547,West Lake Bonney
51.5,47.81450852999926,West Lake Bonney
51.6,47.96902207755775,West Lake Bonney
51.7,48.12384277162492,West Lake Bonney
51.800000000000004,48.278970882194656,West Lake Bonney
51.900000000000006,48.4344066792609,West Lake Bonney
52,48.590150432817566,West Lake Bonney
52.1,48.746202412858594,West Lake Bonney
52.2,48.90256288937793,West Lake Bonney
52.300000000000004,49.059232132369445,West Lake Bonney
52.400000000000006,49.216210411827134,West Lake Bonney
52.5,49.373497994478434,West Lake Bonney
52.6,49.5310951315451,West Lake Bonney
52.7,49.689002058029814,West Lake Bonney
52.800000000000004,49.847219000287616,West Lake Bonney
52.900000000000006,50.00574618448812,West Lake Bonney
53,50.16458383680095,West Lake Bonney
53.1,50.323732183393766,West Lake Bonney
53.2,50.483191445876216,West Lake Bonney
53.300000000000004,50.64296183154485,West Lake Bonney
53.400000000000006,50.803043544894024,West Lake Bonney
53.5,50.96343679041814,West Lake Bonney
53.6,51.1241417726116,West Lake Bonney
53.7,51.28515869596875,West Lake Bonney
53.800000000000004,51.44648776498393,West Lake Bonney
53.900000000000006,51.60812918415157,West Lake Bonney
54,51.77008315769304,West Lake Bonney
54.1,51.93234988063211,West Lake Bonney
54.2,52.094929536802574,West Lake Bonney
54.300000000000004,52.25782230898723,West Lake Bonney
54.400000000000006,52.42102836566799,West Lake Bonney
54.5,52.58454785080714,West Lake Bonney
54.6,52.74838090513977,West Lake Bonney
54.7,52.91252766940077,West Lake Bonney
54.800000000000004,53.07698828432511,West Lake Bonney
54.900000000000006,53.24176289064768,West Lake Bonney
55,53.406851629103514,West Lake Bonney
55.1,53.57225464042757,West Lake Bonney
55.2,53.73797206535474,West Lake Bonney
55.300000000000004,53.904004044619995,West Lake Bonney
55.400000000000006,54.07035071895832,West Lake Bonney
55.5,54.23701222910461,West Lake Bonney
55.6,54.4039887157939,West Lake Bonney
55.7,54.57128031976106,West Lake Bonney
55.800000000000004,54.73888718128127,West Lake Bonney
55.900000000000006,54.906809430606906,West Lake Bonney
56,55.075047188265884,West Lake Bonney
56.1,55.2436005742602,West Lake Bonney
56.2,55.41246970101653,West Lake Bonney
56.300000000000004,55.58165466920235,West Lake Bonney
56.400000000000006,55.75115557847142,West Lake Bonney
56.5,55.92097252847756,West Lake Bonney
56.6,56.09110561887465,West Lake Bonney
56.7,56.2615549486852,West Lake Bonney
56.800000000000004,56.432320606357266,West Lake Bonney
56.900000000000006,56.60340267157932,West Lake Bonney
57,56.774801223775476,West Lake Bonney
57.1,56.94651634237002,West Lake Bonney
57.2,57.1185481067872,West Lake Bonney
57.300000000000004,57.29089659505124,West Lake Bonney
57.400000000000006,57.46356187296655,West Lake Bonney
57.5,57.63654399690843,West Lake Bonney
57.6,57.80984300993921,West Lake Bonney
57.7,57.98345895160179,West Lake Bonney
57.800000000000004,58.15739186143904,West Lake Bonney
57.900000000000006,58.33164177899377,West Lake Bonney
58,58.50620874380896,West Lake Bonney
58.1,58.68109279542739,West Lake Bonney
58.2,58.8562939733919,West Lake Bonney
58.300000000000004,59.03181231678526,West Lake Bonney
58.400000000000006,59.20764785507869,West Lake Bonney
58.5,59.383800608642225,West Lake Bonney
58.6,59.560270597488085,West Lake Bonney
58.7,59.737057841628406,West Lake Bonney
58.800000000000004,59.91416236107537,West Lake Bonney
58.900000000000006,60.0915841758411,West Lake Bonney
59,60.2693233059378,West Lake Bonney
59.1,60.44737977082189,West Lake Bonney
59.2,60.62575358008318,West Lake Bonney
59.300000000000004,60.804444731579984,West Lake Bonney
59.400000000000006,60.983453204879325,West Lake Bonney
59.5,61.162778964329846,West Lake Bonney
59.6,61.34242197108096,West Lake Bonney
59.7,61.52238217258317,West Lake Bonney
59.800000000000004,61.70265949856623,West Lake Bonney
59.900000000000006,61.88325387383669,West Lake Bonney
60,62.0641652231878,West Lake Bonney
60.1,62.245393471412655,West Lake Bonney
60.2,62.426938543304566,West Lake Bonney
60.300000000000004,62.608800363656655,West Lake Bonney
60.400000000000006,62.7909788572621,West Lake Bonney
60.5,62.97347394891415,West Lake Bonney
60.6,63.15628556340599,West Lake Bonney
60.7,63.339413625530725,West Lake Bonney
60.800000000000004,63.522858060081695,West Lake Bonney
60.900000000000006,63.70661879185207,West Lake Bonney
61,63.890695745634936,West Lake Bonney
61.1,64.07508884622357,West Lake Bonney
61.2,64.25979801841112,West Lake Bonney
61.300000000000004,64.44482318699089,West Lake Bonney
61.400000000000006,64.63016427675593,West Lake Bonney
61.5,64.8158212124995,West Lake Bonney
61.6,65.00179391901482,West Lake Bonney
61.7,65.18808232109507,West Lake Bonney
61.800000000000004,65.37468634353338,West Lake Bonney
61.900000000000006,65.56160591112305,West Lake Bonney
62,65.74884094865034,West Lake Bonney
62.1,65.93639137661941,West Lake Bonney
62.2,66.12425710395578,West Lake Bonney
62.300000000000004,66.31243803764721,West Lake Bonney
